city,micro_market,market_category,property_type,date,avg_price_sqft,avg_property_price,annual_rent,rental_yield_pct,yoy_price_growth,price_volatility,infra_score,infra_momentum,transaction_count,liquidity_score,zone_type,dominant_buyer,risk_category
Mumbai,Bandra West,prime,3BHK,2016-12-01,42763.37,38487033.0,1077624.0,2.7999664198588654,10.112251056747112,1219.7211883356863,1.489,31.53710247349826,96,0.554621844078808,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2017-01-01,42955.66,38660094.0,1082484.0,2.800003538532524,10.00233804193984,1154.215565933179,1.968,49.65779467680609,34,0.03361344509568533,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2017-02-01,43427.52,39084768.0,1094364.0,2.799975683621814,9.967420639402214,1126.2677136494322,1.678,24.665676077265953,66,0.30252100586116804,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2017-03-01,43988.03,39589227.0,1108512.0,2.8000344639212074,10.108591608243156,1154.639334113078,1.671,24.145616641901935,127,0.8151260435703694,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2017-04-01,44104.91,39694419.0,1111428.0,2.79996036722442,9.705028308705943,1136.8347274047228,1.839,39.318181818181806,82,0.43697478624390934,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2017-05-01,44537.12,40083408.0,1122336.0,2.8000014370035604,9.89176170550017,1134.0991330016275,2.31,52.980132450331126,115,0.7142857082833134,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2017-06-01,44932.46,40439214.0,1132272.0,2.7999357257537203,9.482844322115835,1169.783139144416,1.937,44.55223880597015,137,0.8991596563095827,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2017-07-01,45475.34,40927806.0,1145988.0,2.800023045457164,10.014099117668106,1232.63532873218,1.671,23.594674556213,125,0.7983193210225268,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2017-08-01,45887.97,41299173.0,1156356.0,2.7999495292557066,10.311332592923804,1290.46261047948,1.721,42.2314049586777,110,0.6722689019137067,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2017-09-01,46622.27,41960043.0,1174932.0,2.800121058026561,10.950933137112195,1412.6555327175456,2.015,54.52453987730061,38,0.06722689019137067,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2017-10-01,46660.25,41994225.0,1175796.0,2.799899271864167,10.443454366812798,1455.1559710495428,2.241,57.92811839323468,69,0.327731089682932,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2017-11-01,46976.79,42279111.0,1183788.0,2.7999358832308467,10.590844533442123,1470.2198798414981,1.995,73.78048780487806,102,0.6050420117223361,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2017-12-01,47635.82,42872238.0,1200420.0,2.7999937861886286,11.393980408934091,1510.5218901777505,1.554,4.365345869711201,147,0.9831932690487961,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2018-01-01,47929.47,43136523.0,1207872.0,2.8001144181231297,11.57893977184845,1501.006103327576,2.33,18.39430894308944,55,0.21008403184803334,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2018-02-01,48635.41,43771869.0,1225584.0,2.7999352734972316,11.9921423097612,1542.3782660161291,2.33,38.85578069129918,87,0.47899159261351604,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2018-03-01,49124.61,44212149.0,1237896.0,2.799900090809881,11.677222189763903,1609.5816714826485,2.33,39.43746259724716,66,0.30252100586116804,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2018-04-01,49666.7,44700030.0,1251612.0,2.800024966426197,12.610364696356925,1643.93541461908,2.33,26.699293094072864,104,0.6218487342701787,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2018-05-01,50139.96,45125964.0,1263492.0,2.7999224570582024,12.58015785484108,1674.0454674365596,2.33,0.8658008658008587,71,0.3445378122307747,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2018-06-01,50796.94,45717246.0,1280124.0,2.800089926676686,13.051767029893323,1720.0458038200195,2.33,20.289106866288066,129,0.8319327661182121,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2018-07-01,51146.82,46032138.0,1288872.0,2.7999394683775063,12.471550515070383,1753.3381727046053,2.33,39.43746259724716,66,0.30252100586116804,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2018-08-01,51615.15,46453635.0,1300752.0,2.8001081077939327,12.480787448213547,1776.2544537745878,2.33,35.386403253922126,54,0.20168067057411201,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2018-09-01,52368.7,47131830.0,1319652.0,2.7999167441620663,12.325504528200803,1874.5684012715433,2.33,15.632754342431765,146,0.9747899077748747,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2018-10-01,52845.47,47560923.0,1331748.0,2.8000886357903525,13.255865538654433,1905.437185095794,2.33,3.9714413208389088,135,0.8823529337617401,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2018-11-01,53262.64,47936376.0,1342224.0,2.800011415130756,13.38075675243029,1890.6803108476254,2.33,16.79197994987469,60,0.25210083821764,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2018-12-01,53647.62,48282858.0,1351944.0,2.800049657375294,12.620334865653614,1879.2530498988624,2.33,49.93564993564994,35,0.04201680636960667,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2019-01-01,53993.48,48594132.0,1360584.0,2.7998936167848414,12.651944617789447,1812.712491488209,2.345,0.6437768240343367,138,0.9075630175835041,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2019-02-01,54625.21,49162689.0,1376568.0,2.8000258488708787,12.315718115669206,1795.7439405633943,2.345,0.6437768240343367,82,0.43697478624390934,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2019-03-01,54824.26,49341834.0,1381536.0,2.7999283528861127,11.602433077840214,1737.3278583632903,2.345,0.6437768240343367,75,0.37815125732646004,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2019-04-01,55116.36,49604724.0,1388880.0,2.799894622939541,10.97246243458898,1665.5170321726887,2.345,0.6437768240343367,93,0.5294117602570441,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2019-05-01,55683.04,50114736.0,1403244.0,2.800062640258147,11.055214244287392,1608.6706549959888,2.345,0.6437768240343367,94,0.5378151215309653,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2019-06-01,56173.69,50556321.0,1415556.0,2.799958485903276,10.58479113111932,1588.533912222002,2.345,0.6437768240343367,80,0.4201680636960667,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2019-07-01,56713.42,51042078.0,1429164.0000000002,2.7999722111627197,10.883570083144956,1563.8037880604106,2.345,0.6437768240343367,58,0.23529411566979735,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2019-08-01,57195.43,51475887.0,1441368.0,2.8000838528532785,10.811321869644864,1542.1433440745154,2.345,0.6437768240343367,50,0.16806722547842667,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2019-09-01,57681.12,51913008.0,1453572.0,2.8000149789047093,10.144265563208577,1572.979180188565,2.345,0.6437768240343367,65,0.2941176445872467,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2019-10-01,58418.83,52576947.0,1472148.0,2.799987606735705,10.54652366607771,1652.4994993032917,2.345,0.6437768240343367,142,0.9411764626791894,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2019-11-01,59085.43,53176887.0,1488996.0,2.800081170603311,10.932221910141893,1752.0573437144028,2.345,0.6437768240343367,83,0.4453781475178307,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2019-12-01,59893.1,53903790.0,1509300.0,2.7999886464384045,11.641672081631938,1881.3323469342608,2.345,0.6437768240343367,127,0.8151260435703694,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2020-01-01,60535.53,54481977.0,1525500.0,2.8000085239197543,12.116370346938176,1996.353439999472,2.365,0.8528784648187626,51,0.176470586752348,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2020-02-01,61068.95,54962055.0,1538892.0000000002,2.79991714283609,11.796275016608625,2115.0323153704753,2.365,0.8528784648187626,98,0.5714285666266508,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2020-03-01,61307.26,55176534.0,1544940.0000000002,2.799994649899539,11.825057009433415,2141.7642403927352,2.365,0.8528784648187626,140,0.9243697401313468,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2020-04-01,61846.46,55661814.0,1558548.0,2.8000309152698475,12.210712028152804,2130.7786680455188,2.365,0.8528784648187626,49,0.15966386420450535,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2020-05-01,62466.0,56219400.0,1574100.0,2.7999231581980597,12.181375154804774,2128.3777639642044,2.365,0.8528784648187626,110,0.6722689019137067,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2020-06-01,62986.02,56687418.0,1587276.0,2.8000499158384673,12.127261000657064,2108.0794913919776,2.365,0.8528784648187626,91,0.5126050377092014,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2020-07-01,63472.66,57125394.0,1599480.0,2.7999456773987417,11.918237341355908,2072.294837958032,2.365,0.8528784648187626,102,0.6050420117223361,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2020-08-01,64492.17,58042953.0,1625184.0,2.7999678100457777,12.75755772795133,2086.1313494187175,2.365,0.8528784648187626,102,0.6050420117223361,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2020-09-01,64880.99,58392891.0,1635012.0,2.800018926961503,12.482195213962544,2047.0477669386146,2.365,0.8528784648187626,90,0.50420167643528,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2020-10-01,65129.16,58616244.0,1641276.0,2.800036112856361,11.486587458187714,1983.463741876002,2.365,0.8528784648187626,72,0.352941173504696,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2020-11-01,65541.59,58987431.0,1651644.0,2.799993103615582,10.92682239936309,1917.5219805220688,2.365,0.8528784648187626,64,0.2857142833133254,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2020-12-01,66595.2,59935680.0,1678212.0,2.800021623180049,11.190103701428033,1968.7068961239315,2.365,0.8528784648187626,32,0.016806722547842667,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2021-01-01,67144.16,60429744.0,1692036.0,2.8000052424514656,10.916944148337349,2030.101213941494,2.365,0.0,88,0.48739495388743737,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2021-02-01,67626.93,60864236.99999999,1704240.0,2.8000679610918318,10.738648691356234,2077.649263538024,2.365,0.0,78,0.40336134114822403,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2021-03-01,67979.17,61181253.0,1713096.0,2.800034186942853,10.882740478044518,2050.5667392811283,2.365,0.0,91,0.5126050377092014,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2021-04-01,68556.17,61700553.0,1727568.0,2.7999230412083986,10.848979876940401,2023.1257108962009,2.365,0.0,109,0.6638655406397854,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2021-05-01,69262.8,62336520.0,1745388.0,2.7999445589840435,10.880799154740185,2025.7754781583003,2.365,0.0,50,0.16806722547842667,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2021-06-01,70024.58,63022122.0,1764612.0,2.7999882327034307,11.174797201029696,2048.7376146015613,2.365,0.0,110,0.6722689019137067,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2021-07-01,70936.69,63843021.0,1787616.0,2.8000178750939746,11.759440993964954,2103.7113149004444,2.365,0.0,99,0.579831927900572,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2021-08-01,71812.99,64631691.00000001,1809648.0,2.799939119649523,11.351486544800714,2256.376443232276,2.365,0.0,101,0.5966386504484147,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2021-09-01,72456.16,65210544.0,1825848.0,2.799927569995429,11.675484606508025,2373.990367986469,2.365,0.0,44,0.11764705783489868,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2021-10-01,72759.3,65483370.0,1833516.0,2.7999719623470813,11.715397527006344,2384.924391641617,2.365,0.0,88,0.48739495388743737,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2021-11-01,73604.92,66244428.0,1854792.0,2.799921526984881,12.302615789455217,2388.8056216351138,2.365,0.0,43,0.10924369656097734,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2021-12-01,74309.18,66878261.99999999,1872612.0,2.8000308979321265,11.58338739128344,2456.592467961766,2.365,0.0,108,0.655462179365864,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2022-01-01,74749.35,67274415.0,1883736.0,2.800077860208818,11.326658938022316,2481.9184290692083,2.385,0.8456659619450191,77,0.3949579798743027,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2022-02-01,75670.72,68103648.0,1906956.0,2.8000790794642896,11.89435924416502,2522.969028665274,2.385,0.8456659619450191,101,0.5966386504484147,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2022-03-01,76620.68,68958612.0,1930824.0,2.7999751503119,12.711996924940383,2552.796764363437,2.385,0.8456659619450191,68,0.3193277284090107,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2022-04-01,77304.56,69574104.0,1948104.0,2.8000418086591528,12.760908317953001,2553.48842786268,2.385,0.8456659619450191,128,0.8235294048442907,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2022-05-01,78230.78,70407702.0,1971432.0,2.800023213369469,12.947758392672547,2579.0505968396637,2.385,0.8456659619450191,46,0.13445378038274133,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2022-06-01,78826.78,70944102.0,1986444.0,2.800012889020711,12.570157507549485,2584.917062381783,2.385,0.8456659619450191,43,0.10924369656097734,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2022-07-01,79217.07,71295363.0,1996272.0,2.8000025752025417,11.672915666067873,2572.760907576957,2.385,0.8456659619450191,89,0.4957983151613587,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2022-08-01,80062.3,72056070.0,2017548.0,2.7999695237333926,11.487211436259637,2610.4897443634504,2.385,0.8456659619450191,74,0.3697478960525387,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2022-09-01,80849.56,72764604.0,2037420.0,2.800015238178167,11.584108238692181,2654.5905926029213,2.385,0.8456659619450191,69,0.327731089682932,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2022-10-01,81474.56,73327104.0,2053188.0,2.800039668824232,11.978207596829549,2625.588980336855,2.385,0.8456659619450191,119,0.7478991533789987,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2022-11-01,82157.61,73941849.0,2070360.0,2.7999840793810824,11.619725963970895,2610.2037208916395,2.385,0.8456659619450191,44,0.11764705783489868,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2022-12-01,82943.99,74649591.0,2090232.0,2.8000582079545486,11.620112077673328,2603.3897935348905,2.385,0.8456659619450191,149,0.9999999915966388,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2023-01-01,84064.36,75657924.0,2118420.0,2.799997525705305,12.461660201727497,2606.553750907288,2.42,1.4675052410901612,54,0.20168067057411201,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2023-02-01,84884.52,76396068.0,2139048.0,2.7999451490095013,12.176175937007084,2641.178822518546,2.42,1.4675052410901612,42,0.10084033528705601,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2023-03-01,85883.61,77295249.0,2164320.0,2.8000686044752894,12.089334106666772,2739.193626023642,2.42,1.4675052410901612,71,0.3445378122307747,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2023-04-01,86743.8,78069420.0,2185920.0,2.7999695655482006,12.210456925180102,2833.404455446767,2.42,1.4675052410901612,137,0.8991596563095827,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2023-05-01,87560.36,78804324.0,2206548.0,2.8000341707137797,11.925715172467921,2949.348046940391,2.42,1.4675052410901612,61,0.26050419949156134,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2023-06-01,88642.88,79778592.0,2233764.0,2.7999541531141587,12.452747657585416,3078.6684594952985,2.42,1.4675052410901612,125,0.7983193210225268,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2023-07-01,89780.72,80802648.0,2262492.0,2.80002209828569,13.335067807986324,3186.4839680427535,2.42,1.4675052410901612,122,0.7731092372007627,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2023-08-01,90419.63,81377667.0,2278584.0,2.8000114576889996,12.93658813199221,3251.436728551409,2.42,1.4675052410901612,91,0.5126050377092014,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2023-09-01,91872.07,82684863.0,2315196.0,2.800023989880711,13.63335805414403,3387.6010836461946,2.42,1.4675052410901612,85,0.4621848700656734,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2023-10-01,92614.23,83352807.0,2333880.0,2.8000016844063813,13.672574604882804,3450.1697203410213,2.42,1.4675052410901612,137,0.8991596563095827,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2023-11-01,92995.91,83696319.0,2343492.0,2.799994107267728,13.192082875828559,3400.6515062545627,2.42,1.4675052410901612,34,0.03361344509568533,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2023-12-01,93357.75,84021975.0,2352564.0,2.799938944543972,12.555171266778942,3263.2628525204614,2.42,1.4675052410901612,94,0.5378151215309653,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2024-01-01,94095.84,84686256.0,2371248.0,2.8000387689827733,11.933095071442867,3147.7002857397497,2.42,0.0,43,0.10924369656097734,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2024-02-01,94878.85,85390965.0,2390904.0,2.799949619962721,11.77403135459798,3018.318689437223,2.42,0.0,149,0.9999999915966388,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2024-03-01,95462.19,85915971.0,2405700.0,2.8000614693628965,11.15297784990641,2881.545521557159,2.42,0.0,91,0.5126050377092014,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2024-04-01,96036.29,86432661.0,2420064.0,2.799941563756784,10.71256965915719,2720.961550286455,2.42,0.0,66,0.30252100586116804,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2024-05-01,96906.63,87215967.0,2442096.0,2.8000560952331126,10.67408813760018,2571.444393397138,2.42,0.0,78,0.40336134114822403,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2024-06-01,97863.03,88076727.0,2466180.0,2.800035927765572,10.401455819124994,2498.7706673521025,2.42,0.0,117,0.731092430831156,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2024-07-01,98569.7,88712730.0,2484000.0,2.8000491023103447,9.789384625117737,2483.398788078232,2.42,0.0,99,0.579831927900572,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2024-08-01,99710.38,89739342.0,2512728.0,2.800029445279418,10.27514711130757,2513.3335808673746,2.42,0.0,68,0.3193277284090107,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2024-09-01,101315.3,91183770.0,2553120.0,2.7999719686957447,10.278673377012183,2784.4790117104194,2.42,0.0,54,0.20168067057411201,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2024-10-01,102042.23,91838007.0,2571480.0,2.8000172085615924,10.179861129331847,3016.4158660501234,2.42,0.0,100,0.5882352891744934,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2024-11-01,103028.58,92725722.0,2596320.0,2.7999997670549277,10.788291657127713,3209.223207950664,2.42,0.0,146,0.9747899077748747,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2024-12-01,104125.21,93712689.0,2623968.0,2.8000135605969008,11.533547027429435,3364.2699682173607,2.42,0.0,144,0.9579831852270321,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2025-01-01,104589.28,94130352.0,2635632.0,2.7999810305606845,11.151863886862579,3430.4841988966537,2.44,0.8264462809917328,127,0.8151260435703694,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2025-02-01,105571.22,95014098.0,2660364.0,2.7999676426965605,11.269497891258151,3496.5899408959026,2.44,0.8264462809917328,86,0.4705882313395947,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2025-03-01,106341.6,95707440.0,2679804.0,2.7999954862443293,11.396564440853506,3500.429864528911,2.44,0.8264462809917328,32,0.016806722547842667,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2025-04-01,107139.19,96425271.0,2699892.0,2.7999838341133625,11.561150477595517,3437.4344144709194,2.44,0.8264462809917328,149,0.9999999915966388,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2025-05-01,107961.88,97165692.0,2720628.0,2.7999882921638637,11.408146171216572,3350.60050768003,2.44,0.8264462809917328,76,0.38655461860038137,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2025-06-01,108897.08,98007372.0,2744172.0,2.7999648842742157,11.274993222670515,3269.4349381767947,2.44,0.8264462809917328,116,0.7226890695572348,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2025-07-01,110359.37,99323433.0,2781108.0,2.800052229366659,11.96074452899827,3225.0952615001593,2.44,0.8264462809917328,91,0.5126050377092014,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2025-08-01,111182.04,100063836.0,2801736.0,2.7999486247958756,11.50498072517625,3185.438006497506,2.44,0.8264462809917328,46,0.13445378038274133,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2025-09-01,112315.82,101084238.0,2830356.0,2.799997364574287,10.857708559319267,3281.65985062477,2.44,0.8264462809917328,131,0.8487394886660548,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2025-10-01,113218.5,101896650.0,2853144.0,2.8000370964109225,10.952592862778477,3343.5838217545765,2.44,0.8264462809917328,42,0.10084033528705601,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2025-11-01,114325.26,102892734.0,2881008.0,2.800011126150074,10.96460807282793,3438.101482048299,2.44,0.8264462809917328,102,0.6050420117223361,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2025-12-01,114853.38,103368042.0,2894292.0,2.7999872533137466,10.303143686336869,3496.2586112564427,2.44,0.8264462809917328,97,0.5630252053527294,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2026-01-01,115616.74,104055066.0,2913515.9999999995,2.7999751593065154,10.543585346414087,3471.506369461569,2.44,0.0,134,0.8739495724878187,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2026-02-01,116733.68,105060312.0,2941704.0,2.800014528797516,10.573393013739917,3482.8415736975508,2.44,0.0,85,0.4621848700656734,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2026-03-01,117589.14,105830226.0,2963196.0,2.799952444587995,10.57680155273195,3458.687176568302,2.44,0.0,38,0.06722689019137067,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2026-04-01,118530.27,106677243.0,2986956.0,2.7999936218824106,10.632038565906644,3411.6889203834594,2.44,0.0,96,0.554621844078808,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2026-05-01,119810.06,107829054.0,3019248.0,2.800031983958609,10.974410597518292,3388.5739832002996,2.44,0.0,34,0.03361344509568533,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2026-06-01,121297.8,109168020.0,3056723.9999999995,2.80001780741283,11.38755970316192,3430.9370556582294,2.44,0.0,40,0.08403361273921334,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2026-07-01,122345.31,110110779.0,3083076.0000000005,2.7999765581533125,10.860826769851982,3545.5529388612554,2.44,0.0,108,0.655462179365864,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2026-08-01,123173.81,110856429.0,3104028.0000000005,2.8000432884230833,10.78570783554611,3604.5381513725715,2.44,0.0,67,0.31092436713508936,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2026-09-01,124629.59,112166631.0,3140640.0,2.7999771161888605,10.963522324815855,3749.298639917763,2.44,0.0,119,0.7478991533789987,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2026-10-01,125416.58,112874922.0,3160512.0,2.8000125661216404,10.773928289104706,3836.7113254458573,2.44,0.0,47,0.1428571416566627,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2026-11-01,126371.48,113734332.0,3184596.0,2.8000305132138994,10.536796504989354,3926.8870333029495,2.44,0.0,110,0.6722689019137067,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2026-12-01,127614.73,114853257.0,3215916.0,2.8000215962530346,11.110992118821406,3977.282817659884,2.44,0.0,143,0.9495798239531107,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2027-01-01,127451.92,114706728.0,3211812.0,2.80002058815591,10.236562629252477,3824.7897533849045,2.455,0.6147540983606703,122,0.7731092372007627,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2027-02-01,128287.5,115458750.0,3232872.0,2.8000233849751535,9.897589110529204,3670.306368100558,2.455,0.6147540983606703,144,0.9579831852270321,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2027-03-01,129275.1,116347590.0,3257712.0,2.799982363192912,9.937958556376891,3492.9377437795324,2.455,0.6147540983606703,127,0.8151260435703694,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2027-04-01,130865.07,117778563.0,3297780.0,2.799983219357159,10.406455667400415,3384.249107571961,2.455,0.6147540983606703,69,0.327731089682932,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2027-05-01,131421.05,118278944.99999999,3311820.0,2.8000080656789765,9.691164498206572,3252.8369468902047,2.455,0.6147540983606703,35,0.04201680636960667,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2027-06-01,132808.11,119527298.99999999,3346812.0,2.8000398469641654,9.489298239539368,3272.357386212858,2.455,0.6147540983606703,117,0.731092430831156,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2027-07-01,134260.85,120834765.0,3383424.0,2.80004185881439,9.739269940139117,3381.4044717245774,2.455,0.6147540983606703,126,0.8067226822964481,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2027-08-01,135938.14,122344326.00000001,3425652.0,2.8000088863949437,10.362860416512266,3568.238692094534,2.455,0.6147540983606703,88,0.48739495388743737,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2027-09-01,137349.66,123614694.0,3461184.0,2.79997780846345,10.206300125034517,3858.2551730070522,2.455,0.6147540983606703,136,0.8907562950356614,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2027-10-01,138903.31,125012979.0,3500388.0,2.8000196683577947,10.753546301453909,4166.764418941975,2.455,0.6147540983606703,74,0.3697478960525387,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2027-11-01,140621.09,126558981.0,3543696.0,2.800035186756126,11.275969862820311,4521.705532382831,2.455,0.6147540983606703,92,0.5210083989831227,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2027-12-01,142403.4,128163060.0,3588516.0,2.79996123688058,11.588529004449555,4945.776148372441,2.455,0.6147540983606703,56,0.21848739312195467,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2028-01-01,143431.42,129088278.00000001,3614436.0,2.7999722794350075,12.537669106907146,5131.379087628036,2.475,0.8146639511201537,136,0.8907562950356614,Mixed,Investor,High
Mumbai,Bandra West,prime,3BHK,2028-02-01,144952.99,130457690.99999999,3652776.0,2.799969838497295,12.990735652343366,5266.054500244542,2.475,0.8146639511201537,74,0.3697478960525387,Mixed,Investor,High
