city,micro_market,property_type,avg_price_sqft,avg_rent_sqft,avg_unit_size_sqft,transaction_count,date
Mumbai,Andheri East,3BHK,25450.38,74.23,900,38,2018-10-01
Mumbai,Andheri East,3BHK,25542.68,74.5,900,45,2018-11-01
Mumbai,Andheri East,3BHK,25759.43,75.13,900,31,2018-12-01
Mumbai,Andheri East,3BHK,25806.48,75.27,900,71,2019-01-01
Mumbai,Andheri East,3BHK,26013.92,75.87,900,106,2019-02-01
Mumbai,Andheri East,3BHK,26018.97,75.89,900,48,2019-03-01
Mumbai,Andheri East,3BHK,26267.52,76.61,900,36,2019-04-01
Mumbai,Andheri East,3BHK,26453.36,77.16,900,133,2019-05-01
Mumbai,Andheri East,3BHK,26584.87,77.54,900,115,2019-06-01
Mumbai,Andheri East,3BHK,26786.95,78.13,900,79,2019-07-01
Mumbai,Andheri East,3BHK,27009.43,78.78,900,143,2019-08-01
Mumbai,Andheri East,3BHK,27159.39,79.21,900,109,2019-09-01
Mumbai,Andheri East,3BHK,27340.3,79.74,900,40,2019-10-01
Mumbai,Andheri East,3BHK,27496.39,80.2,900,60,2019-11-01
Mumbai,Andheri East,3BHK,27564.49,80.4,900,77,2019-12-01
Mumbai,Andheri East,3BHK,27784.5,81.04,900,121,2020-01-01
Mumbai,Andheri East,3BHK,28106.42,81.98,900,82,2020-02-01
Mumbai,Andheri East,3BHK,28343.67,82.67,900,78,2020-03-01
Mumbai,Andheri East,3BHK,28612.88,83.45,900,102,2020-04-01
Mumbai,Andheri East,3BHK,28843.3,84.13,900,52,2020-05-01
Mumbai,Andheri East,3BHK,29023.28,84.65,900,83,2020-06-01
Mumbai,Andheri East,3BHK,29091.35,84.85,900,129,2020-07-01
Mumbai,Andheri East,3BHK,29204.57,85.18,900,88,2020-08-01
Mumbai,Andheri East,3BHK,29455.0,85.91,900,119,2020-09-01
Mumbai,Andheri East,3BHK,29570.17,86.25,900,97,2020-10-01
Mumbai,Andheri East,3BHK,29648.24,86.47,900,50,2020-11-01
Mumbai,Andheri East,3BHK,29839.36,87.03,900,112,2020-12-01
Mumbai,Andheri East,3BHK,30325.2,88.45,900,81,2021-01-01
Mumbai,Andheri East,3BHK,30462.18,88.85,900,96,2021-02-01
Mumbai,Andheri East,3BHK,30609.28,89.28,900,98,2021-03-01
Mumbai,Andheri East,3BHK,30896.48,90.11,900,97,2021-04-01
Mumbai,Andheri East,3BHK,31000.14,90.42,900,80,2021-05-01
Mumbai,Andheri East,3BHK,31065.41,90.61,900,82,2021-06-01
Mumbai,Andheri East,3BHK,31224.88,91.07,900,96,2021-07-01
Mumbai,Andheri East,3BHK,31434.59,91.68,900,103,2021-08-01
Mumbai,Andheri East,3BHK,31787.61,92.71,900,47,2021-09-01
Mumbai,Andheri East,3BHK,32143.12,93.75,900,30,2021-10-01
Mumbai,Andheri East,3BHK,32251.59,94.07,900,124,2021-11-01
Mumbai,Andheri East,3BHK,32476.15,94.72,900,88,2021-12-01
Mumbai,Andheri East,3BHK,32655.7,95.25,900,62,2022-01-01
Mumbai,Andheri East,3BHK,32832.27,95.76,900,129,2022-02-01
Mumbai,Andheri East,3BHK,33111.49,96.58,900,33,2022-03-01
Mumbai,Andheri East,3BHK,33270.83,97.04,900,142,2022-04-01
Mumbai,Andheri East,3BHK,33556.33,97.87,900,51,2022-05-01
Mumbai,Andheri East,3BHK,33716.33,98.34,900,77,2022-06-01
Mumbai,Andheri East,3BHK,34018.57,99.22,900,52,2022-07-01
Mumbai,Andheri East,3BHK,34454.09,100.49,900,97,2022-08-01
Mumbai,Andheri East,3BHK,34628.01,101.0,900,114,2022-09-01
Mumbai,Andheri East,3BHK,34921.1,101.85,900,55,2022-10-01
Mumbai,Andheri East,3BHK,35009.98,102.11,900,117,2022-11-01
Mumbai,Andheri East,3BHK,35225.58,102.74,900,40,2022-12-01
Mumbai,Andheri East,3BHK,35333.5,103.06,900,90,2023-01-01
Mumbai,Andheri East,3BHK,35775.76,104.35,900,147,2023-02-01
Mumbai,Andheri East,3BHK,36028.75,105.08,900,107,2023-03-01
Mumbai,Andheri East,3BHK,36116.39,105.34,900,142,2023-04-01
Mumbai,Andheri East,3BHK,36362.59,106.06,900,45,2023-05-01
Mumbai,Andheri East,3BHK,36713.36,107.08,900,126,2023-06-01
Mumbai,Andheri East,3BHK,37109.94,108.24,900,84,2023-07-01
Mumbai,Andheri East,3BHK,37345.87,108.93,900,80,2023-08-01
Mumbai,Andheri East,3BHK,37449.94,109.23,900,58,2023-09-01
Mumbai,Andheri East,3BHK,37852.32,110.4,900,98,2023-10-01
Mumbai,Andheri East,3BHK,37852.56,110.4,900,106,2023-11-01
Mumbai,Andheri East,3BHK,38172.0,111.34,900,81,2023-12-01
Mumbai,Andheri East,3BHK,38440.89,112.12,900,143,2024-01-01
Mumbai,Andheri East,3BHK,38851.45,113.32,900,81,2024-02-01
Mumbai,Andheri East,3BHK,39121.42,114.1,900,116,2024-03-01
Mumbai,Andheri East,3BHK,39285.97,114.58,900,138,2024-04-01
Mumbai,Andheri East,3BHK,39777.6,116.02,900,126,2024-05-01
Mumbai,Andheri East,3BHK,39968.37,116.57,900,149,2024-06-01
Mumbai,Andheri East,3BHK,40280.24,117.48,900,89,2024-07-01
Mumbai,Andheri East,3BHK,40639.09,118.53,900,100,2024-08-01
Mumbai,Andheri East,3BHK,40915.24,119.34,900,90,2024-09-01
Mumbai,Andheri East,3BHK,41112.43,119.91,900,52,2024-10-01
Mumbai,Andheri East,3BHK,41555.04,121.2,900,85,2024-11-01
Mumbai,Andheri East,3BHK,41892.82,122.19,900,82,2024-12-01
Mumbai,Andheri East,3BHK,42288.19,123.34,900,81,2025-01-01
Mumbai,Andheri East,3BHK,42465.92,123.86,900,33,2025-02-01
Mumbai,Andheri East,3BHK,42805.19,124.85,900,55,2025-03-01
Mumbai,Andheri East,3BHK,42989.78,125.39,900,30,2025-04-01
Mumbai,Andheri East,3BHK,43086.2,125.67,900,119,2025-05-01
Mumbai,Andheri East,3BHK,43298.09,126.29,900,62,2025-06-01
Mumbai,Andheri East,3BHK,43655.78,127.33,900,91,2025-07-01
Mumbai,Andheri East,3BHK,43865.69,127.94,900,60,2025-08-01
Mumbai,Andheri East,3BHK,44067.47,128.53,900,135,2025-09-01
Mumbai,Andheri East,3BHK,44292.73,129.19,900,102,2025-10-01
Mumbai,Andheri East,3BHK,44603.95,130.09,900,38,2025-11-01
Mumbai,Andheri East,3BHK,44866.75,130.86,900,135,2025-12-01
Mumbai,Andheri East,3BHK,45428.5,132.5,900,107,2026-01-01
Mumbai,Andheri East,3BHK,45829.41,133.67,900,32,2026-02-01
Mumbai,Andheri East,3BHK,46041.47,134.29,900,102,2026-03-01
Mumbai,Andheri East,3BHK,46517.55,135.68,900,42,2026-04-01
Mumbai,Andheri East,3BHK,46637.95,136.03,900,50,2026-05-01
Mumbai,Andheri East,3BHK,46914.82,136.83,900,48,2026-06-01
Mumbai,Andheri East,3BHK,47232.54,137.76,900,62,2026-07-01
Mumbai,Andheri East,3BHK,47619.65,138.89,900,61,2026-08-01
Mumbai,Andheri East,3BHK,47898.07,139.7,900,113,2026-09-01
Mumbai,Andheri East,3BHK,48255.99,140.75,900,101,2026-10-01
Mumbai,Andheri East,3BHK,48376.62,141.1,900,118,2026-11-01
Mumbai,Andheri East,3BHK,48522.51,141.52,900,126,2026-12-01
Mumbai,Andheri East,3BHK,48905.98,142.64,900,135,2027-01-01
Mumbai,Andheri East,3BHK,49177.66,143.43,900,134,2027-02-01
Mumbai,Andheri East,3BHK,49440.78,144.2,900,123,2027-03-01
Mumbai,Andheri East,3BHK,49931.66,145.63,900,113,2027-04-01
Mumbai,Andheri East,3BHK,50344.64,146.84,900,55,2027-05-01
Mumbai,Andheri East,3BHK,50739.98,147.99,900,85,2027-06-01
Mumbai,Andheri East,3BHK,51052.7,148.9,900,124,2027-07-01
Mumbai,Andheri East,3BHK,51750.15,150.94,900,66,2027-08-01
Mumbai,Andheri East,3BHK,51930.23,151.46,900,74,2027-09-01
Mumbai,Andheri East,3BHK,52285.92,152.5,900,33,2027-10-01
Mumbai,Andheri East,3BHK,52892.66,154.27,900,117,2027-11-01
Mumbai,Andheri East,3BHK,53309.33,155.49,900,139,2027-12-01
Mumbai,Andheri East,3BHK,53586.07,156.29,900,62,2028-01-01
Mumbai,Andheri East,3BHK,54040.38,157.62,900,60,2028-02-01
Mumbai,Andheri East,3BHK,54603.86,159.26,900,117,2028-03-01
Mumbai,Andheri East,3BHK,55013.52,160.46,900,101,2028-04-01
Mumbai,Andheri East,3BHK,55408.18,161.61,900,113,2028-05-01
Mumbai,Andheri East,3BHK,55760.86,162.64,900,85,2028-06-01
Mumbai,Andheri East,3BHK,56253.84,164.07,900,93,2028-07-01
Mumbai,Andheri East,3BHK,56567.98,164.99,900,93,2028-08-01
Mumbai,Andheri East,3BHK,57041.95,166.37,900,72,2028-09-01
Mumbai,Andheri East,3BHK,57264.14,167.02,900,109,2028-10-01
Mumbai,Andheri East,3BHK,57930.58,168.96,900,48,2028-11-01
Mumbai,Andheri East,3BHK,58498.54,170.62,900,50,2028-12-01
Mumbai,Andheri East,3BHK,59103.25,172.38,900,56,2029-01-01
Mumbai,Andheri East,3BHK,59756.25,174.29,900,46,2029-02-01
Mumbai,Andheri East,3BHK,59774.84,174.34,900,109,2029-03-01
Mumbai,Andheri East,3BHK,60183.62,175.54,900,47,2029-04-01
Mumbai,Andheri East,3BHK,60705.39,177.06,900,105,2029-05-01
Mumbai,Andheri East,3BHK,61373.41,179.01,900,35,2029-06-01
Mumbai,Andheri East,3BHK,61854.16,180.41,900,37,2029-07-01
Mumbai,Andheri East,3BHK,62343.75,181.84,900,32,2029-08-01
Mumbai,Andheri East,3BHK,62954.29,183.62,900,84,2029-09-01
Mumbai,Andheri East,3BHK,63261.28,184.51,900,69,2029-10-01
Mumbai,Andheri East,3BHK,63831.51,186.18,900,124,2029-11-01
Mumbai,Andheri East,3BHK,64200.99,187.25,900,62,2029-12-01
Mumbai,Andheri East,3BHK,64766.42,188.9,900,140,2030-01-01
Mumbai,Andheri East,3BHK,65360.55,190.63,900,67,2030-02-01
Mumbai,Andheri East,3BHK,65933.31,192.31,900,82,2030-03-01
Mumbai,Andheri East,3BHK,66676.21,194.47,900,92,2030-04-01
Mumbai,Andheri East,3BHK,67063.57,195.6,900,58,2030-05-01
Mumbai,Andheri East,3BHK,67559.88,197.05,900,45,2030-06-01
Mumbai,Andheri East,3BHK,67938.66,198.15,900,32,2030-07-01
Mumbai,Andheri East,3BHK,68503.84,199.8,900,128,2030-08-01
Mumbai,Andheri East,3BHK,69289.2,202.09,900,85,2030-09-01
Mumbai,Andheri East,3BHK,69577.17,202.93,900,137,2030-10-01
Mumbai,Andheri East,3BHK,70039.47,204.28,900,58,2030-11-01
Mumbai,Andheri East,3BHK,70338.52,205.15,900,68,2030-12-01
Mumbai,Andheri East,3BHK,70754.67,206.37,900,85,2031-01-01
Mumbai,Andheri East,3BHK,71304.09,207.97,900,127,2031-02-01
Mumbai,Andheri East,3BHK,72041.04,210.12,900,106,2031-03-01
Mumbai,Andheri East,3BHK,72610.9,211.78,900,45,2031-04-01
Mumbai,Andheri East,3BHK,73126.28,213.28,900,130,2031-05-01
Mumbai,Andheri East,3BHK,73582.2,214.61,900,90,2031-06-01
Mumbai,Andheri East,3BHK,74289.68,216.68,900,147,2031-07-01
Mumbai,Andheri East,3BHK,75133.71,219.14,900,129,2031-08-01
Mumbai,Andheri East,3BHK,76143.53,222.09,900,125,2031-09-01
Mumbai,Andheri East,3BHK,76674.41,223.63,900,149,2031-10-01
Mumbai,Andheri East,3BHK,77550.0,226.19,900,94,2031-11-01
Mumbai,Andheri East,3BHK,78199.15,228.08,900,110,2031-12-01
Mumbai,Andheri East,3BHK,78763.31,229.73,900,124,2032-01-01
Mumbai,Andheri East,3BHK,79336.14,231.4,900,70,2032-02-01
Mumbai,Andheri East,3BHK,79846.72,232.89,900,117,2032-03-01
Mumbai,Andheri East,3BHK,80471.76,234.71,900,98,2032-04-01
Mumbai,Andheri East,3BHK,80821.43,235.73,900,35,2032-05-01
Mumbai,Andheri East,3BHK,81148.17,236.68,900,118,2032-06-01
Mumbai,Andheri East,3BHK,81684.51,238.25,900,106,2032-07-01
Mumbai,Andheri East,3BHK,82585.09,240.87,900,106,2032-08-01
Mumbai,Andheri East,3BHK,83074.58,242.3,900,101,2032-09-01
Mumbai,Andheri East,3BHK,83458.43,243.42,900,72,2032-10-01
Mumbai,Andheri East,3BHK,84086.52,245.25,900,39,2032-11-01
Mumbai,Andheri East,3BHK,84800.63,247.34,900,60,2032-12-01
Mumbai,Andheri East,3BHK,84965.08,247.81,900,30,2033-01-01
Mumbai,Andheri East,3BHK,85653.85,249.82,900,116,2033-02-01
Mumbai,Andheri East,3BHK,86672.57,252.8,900,96,2033-03-01
Mumbai,Andheri East,3BHK,87868.75,256.28,900,122,2033-04-01
Mumbai,Andheri East,3BHK,88060.21,256.84,900,72,2033-05-01
Mumbai,Andheri East,3BHK,88719.1,258.76,900,142,2033-06-01
Mumbai,Andheri East,3BHK,89772.42,261.84,900,58,2033-07-01
Mumbai,Andheri East,3BHK,90662.27,264.43,900,103,2033-08-01
Mumbai,Andheri East,3BHK,91166.98,265.9,900,32,2033-09-01
Mumbai,Andheri East,3BHK,91967.91,268.24,900,65,2033-10-01
Mumbai,Andheri East,3BHK,92378.3,269.44,900,136,2033-11-01
Mumbai,Andheri East,3BHK,93133.1,271.64,900,144,2033-12-01
Mumbai,Andheri East,3BHK,94084.23,274.41,900,34,2034-01-01
Mumbai,Andheri East,3BHK,94505.55,275.64,900,130,2034-02-01
Mumbai,Andheri East,3BHK,95232.35,277.76,900,133,2034-03-01
Mumbai,Andheri East,3BHK,95806.48,279.44,900,97,2034-04-01
Mumbai,Andheri East,3BHK,96352.9,281.03,900,83,2034-05-01
Mumbai,Andheri East,3BHK,97396.01,284.07,900,33,2034-06-01
Mumbai,Andheri East,3BHK,98023.14,285.9,900,38,2034-07-01
Mumbai,Andheri East,3BHK,98753.92,288.03,900,82,2034-08-01
Mumbai,Andheri East,3BHK,99292.85,289.6,900,75,2034-09-01
Mumbai,Andheri East,3BHK,99478.08,290.14,900,83,2034-10-01
Mumbai,Andheri East,3BHK,100037.94,291.78,900,52,2034-11-01
Mumbai,Andheri East,3BHK,100822.7,294.07,900,56,2034-12-01
Mumbai,Andheri West,1BHK,21116.27,59.83,450,90,2015-01-01
Mumbai,Andheri West,1BHK,21310.86,60.38,450,106,2015-02-01
Mumbai,Andheri West,1BHK,21471.56,60.84,450,30,2015-03-01
Mumbai,Andheri West,1BHK,21602.74,61.21,450,69,2015-04-01
Mumbai,Andheri West,1BHK,21784.35,61.72,450,95,2015-05-01
Mumbai,Andheri West,1BHK,21894.63,62.03,450,69,2015-06-01
Mumbai,Andheri West,1BHK,22060.73,62.51,450,110,2015-07-01
Mumbai,Andheri West,1BHK,22193.99,62.88,450,84,2015-08-01
Mumbai,Andheri West,1BHK,22461.47,63.64,450,115,2015-09-01
Mumbai,Andheri West,1BHK,22627.99,64.11,450,97,2015-10-01
Mumbai,Andheri West,1BHK,22799.48,64.6,450,31,2015-11-01
Mumbai,Andheri West,1BHK,23010.81,65.2,450,109,2015-12-01
Mumbai,Andheri West,1BHK,23205.13,65.75,450,119,2016-01-01
Mumbai,Andheri West,1BHK,23460.74,66.47,450,88,2016-02-01
Mumbai,Andheri West,1BHK,23686.41,67.11,450,53,2016-03-01
Mumbai,Andheri West,1BHK,23988.59,67.97,450,141,2016-04-01
Mumbai,Andheri West,1BHK,24119.11,68.34,450,124,2016-05-01
Mumbai,Andheri West,1BHK,24338.43,68.96,450,149,2016-06-01
Mumbai,Andheri West,1BHK,24487.6,69.38,450,90,2016-07-01
Mumbai,Andheri West,1BHK,24676.13,69.92,450,95,2016-08-01
Mumbai,Andheri West,1BHK,24968.97,70.75,450,121,2016-09-01
Mumbai,Andheri West,1BHK,25149.68,71.26,450,67,2016-10-01
Mumbai,Andheri West,1BHK,25410.82,72.0,450,115,2016-11-01
Mumbai,Andheri West,1BHK,25548.19,72.39,450,118,2016-12-01
Mumbai,Andheri West,1BHK,25785.87,73.06,450,101,2017-01-01
Mumbai,Andheri West,1BHK,25894.66,73.37,450,42,2017-02-01
Mumbai,Andheri West,1BHK,26218.55,74.29,450,86,2017-03-01
Mumbai,Andheri West,1BHK,26364.91,74.7,450,100,2017-04-01
Mumbai,Andheri West,1BHK,26459.6,74.97,450,84,2017-05-01
Mumbai,Andheri West,1BHK,26734.7,75.75,450,144,2017-06-01
Mumbai,Andheri West,1BHK,26970.57,76.42,450,91,2017-07-01
Mumbai,Andheri West,1BHK,27139.79,76.9,450,83,2017-08-01
Mumbai,Andheri West,1BHK,27272.91,77.27,450,77,2017-09-01
Mumbai,Andheri West,1BHK,27557.12,78.08,450,34,2017-10-01
Mumbai,Andheri West,1BHK,27865.39,78.95,450,64,2017-11-01
Mumbai,Andheri West,1BHK,28038.24,79.44,450,74,2017-12-01
Mumbai,Andheri West,1BHK,28021.97,79.4,450,101,2018-01-01
Mumbai,Andheri West,1BHK,28341.29,80.3,450,129,2018-02-01
Mumbai,Andheri West,1BHK,28564.25,80.93,450,112,2018-03-01
Mumbai,Andheri West,1BHK,28848.94,81.74,450,75,2018-04-01
Mumbai,Andheri West,1BHK,29192.23,82.71,450,89,2018-05-01
Mumbai,Andheri West,1BHK,29616.81,83.91,450,62,2018-06-01
Mumbai,Andheri West,1BHK,30019.4,85.05,450,81,2018-07-01
Mumbai,Andheri West,1BHK,30177.47,85.5,450,134,2018-08-01
Mumbai,Andheri West,1BHK,30372.1,86.05,450,126,2018-09-01
Mumbai,Andheri West,1BHK,30556.44,86.58,450,45,2018-10-01
Mumbai,Andheri West,1BHK,30778.75,87.21,450,135,2018-11-01
Mumbai,Andheri West,1BHK,31151.09,88.26,450,106,2018-12-01
Mumbai,Andheri West,1BHK,31304.26,88.7,450,60,2019-01-01
Mumbai,Andheri West,1BHK,31408.48,88.99,450,121,2019-02-01
Mumbai,Andheri West,1BHK,31661.11,89.71,450,56,2019-03-01
Mumbai,Andheri West,1BHK,31754.78,89.97,450,128,2019-04-01
Mumbai,Andheri West,1BHK,31960.51,90.55,450,144,2019-05-01
Mumbai,Andheri West,1BHK,32072.19,90.87,450,89,2019-06-01
Mumbai,Andheri West,1BHK,32054.84,90.82,450,60,2019-07-01
Mumbai,Andheri West,1BHK,32182.68,91.18,450,130,2019-08-01
Mumbai,Andheri West,1BHK,32610.55,92.4,450,68,2019-09-01
Mumbai,Andheri West,1BHK,32990.9,93.47,450,90,2019-10-01
Mumbai,Andheri West,1BHK,33270.99,94.27,450,47,2019-11-01
Mumbai,Andheri West,1BHK,33471.86,94.84,450,46,2019-12-01
Mumbai,Andheri West,1BHK,33916.04,96.1,450,83,2020-01-01
Mumbai,Andheri West,1BHK,34219.11,96.95,450,146,2020-02-01
Mumbai,Andheri West,1BHK,34463.31,97.65,450,97,2020-03-01
Mumbai,Andheri West,1BHK,34601.65,98.04,450,54,2020-04-01
Mumbai,Andheri West,1BHK,34773.34,98.52,450,124,2020-05-01
Mumbai,Andheri West,1BHK,35022.63,99.23,450,33,2020-06-01
Mumbai,Andheri West,1BHK,35303.32,100.03,450,76,2020-07-01
Mumbai,Andheri West,1BHK,35525.92,100.66,450,30,2020-08-01
Mumbai,Andheri West,1BHK,35795.9,101.42,450,134,2020-09-01
Mumbai,Andheri West,1BHK,36212.29,102.6,450,91,2020-10-01
Mumbai,Andheri West,1BHK,36584.41,103.66,450,72,2020-11-01
Mumbai,Andheri West,1BHK,36775.17,104.2,450,31,2020-12-01
Mumbai,Andheri West,1BHK,37165.14,105.3,450,80,2021-01-01
Mumbai,Andheri West,1BHK,37511.93,106.28,450,83,2021-02-01
Mumbai,Andheri West,1BHK,37691.9,106.79,450,65,2021-03-01
Mumbai,Andheri West,1BHK,37988.45,107.63,450,70,2021-04-01
Mumbai,Andheri West,1BHK,38412.62,108.84,450,44,2021-05-01
Mumbai,Andheri West,1BHK,38592.68,109.35,450,89,2021-06-01
Mumbai,Andheri West,1BHK,38893.54,110.2,450,95,2021-07-01
Mumbai,Andheri West,1BHK,38980.72,110.45,450,135,2021-08-01
Mumbai,Andheri West,1BHK,39122.0,110.85,450,134,2021-09-01
Mumbai,Andheri West,1BHK,39375.78,111.56,450,136,2021-10-01
Mumbai,Andheri West,1BHK,39513.22,111.95,450,61,2021-11-01
Mumbai,Andheri West,1BHK,39947.24,113.18,450,137,2021-12-01
Mumbai,Andheri West,1BHK,40197.31,113.89,450,102,2022-01-01
Mumbai,Andheri West,1BHK,40383.23,114.42,450,36,2022-02-01
Mumbai,Andheri West,1BHK,40869.07,115.8,450,36,2022-03-01
Mumbai,Andheri West,1BHK,41253.25,116.88,450,70,2022-04-01
Mumbai,Andheri West,1BHK,41707.22,118.17,450,108,2022-05-01
Mumbai,Andheri West,1BHK,41838.5,118.54,450,139,2022-06-01
Mumbai,Andheri West,1BHK,42164.75,119.47,450,51,2022-07-01
Mumbai,Andheri West,1BHK,42460.8,120.31,450,33,2022-08-01
Mumbai,Andheri West,1BHK,42623.6,120.77,450,55,2022-09-01
Mumbai,Andheri West,1BHK,42730.37,121.07,450,40,2022-10-01
Mumbai,Andheri West,1BHK,43072.26,122.04,450,128,2022-11-01
Mumbai,Andheri West,1BHK,43295.63,122.67,450,60,2022-12-01
Mumbai,Andheri West,1BHK,43865.99,124.29,450,108,2023-01-01
Mumbai,Andheri West,1BHK,44207.45,125.25,450,136,2023-02-01
Mumbai,Andheri West,1BHK,44553.74,126.24,450,91,2023-03-01
Mumbai,Andheri West,1BHK,44997.33,127.49,450,141,2023-04-01
Mumbai,Andheri West,1BHK,45279.32,128.29,450,64,2023-05-01
Mumbai,Andheri West,1BHK,45745.98,129.61,450,145,2023-06-01
Mumbai,Andheri West,1BHK,46087.22,130.58,450,132,2023-07-01
Mumbai,Andheri West,1BHK,46709.85,132.34,450,131,2023-08-01
Mumbai,Andheri West,1BHK,46841.41,132.72,450,81,2023-09-01
Mumbai,Andheri West,1BHK,47202.83,133.74,450,64,2023-10-01
Mumbai,Andheri West,1BHK,47374.58,134.23,450,84,2023-11-01
Mumbai,Andheri West,1BHK,47805.61,135.45,450,116,2023-12-01
Mumbai,Andheri West,1BHK,48118.6,136.34,450,76,2024-01-01
Mumbai,Andheri West,1BHK,48684.96,137.94,450,109,2024-02-01
Mumbai,Andheri West,1BHK,49037.99,138.94,450,96,2024-03-01
Mumbai,Andheri West,1BHK,49568.81,140.44,450,44,2024-04-01
Mumbai,Andheri West,1BHK,50078.95,141.89,450,116,2024-05-01
Mumbai,Andheri West,1BHK,50307.33,142.54,450,74,2024-06-01
Mumbai,Andheri West,1BHK,50672.92,143.57,450,126,2024-07-01
Mumbai,Andheri West,1BHK,50931.3,144.31,450,100,2024-08-01
Mumbai,Andheri West,1BHK,51204.21,145.08,450,49,2024-09-01
Mumbai,Andheri West,1BHK,51695.97,146.47,450,148,2024-10-01
Mumbai,Andheri West,1BHK,52011.42,147.37,450,43,2024-11-01
Mumbai,Andheri West,1BHK,52500.85,148.75,450,129,2024-12-01
Mumbai,Andheri West,1BHK,52996.05,150.16,450,149,2025-01-01
Mumbai,Andheri West,1BHK,53639.2,151.98,450,108,2025-02-01
Mumbai,Andheri West,1BHK,53972.17,152.92,450,106,2025-03-01
Mumbai,Andheri West,1BHK,54341.51,153.97,450,58,2025-04-01
Mumbai,Andheri West,1BHK,54785.42,155.23,450,83,2025-05-01
Mumbai,Andheri West,1BHK,55120.44,156.17,450,134,2025-06-01
Mumbai,Andheri West,1BHK,55481.57,157.2,450,85,2025-07-01
Mumbai,Andheri West,1BHK,55858.82,158.27,450,137,2025-08-01
Mumbai,Andheri West,1BHK,56406.16,159.82,450,31,2025-09-01
Mumbai,Andheri West,1BHK,57040.83,161.62,450,65,2025-10-01
Mumbai,Andheri West,1BHK,57665.46,163.39,450,131,2025-11-01
Mumbai,Andheri West,1BHK,58240.76,165.02,450,109,2025-12-01
Mumbai,Andheri West,1BHK,58870.82,166.8,450,123,2026-01-01
Mumbai,Andheri West,1BHK,59424.13,168.37,450,72,2026-02-01
Mumbai,Andheri West,1BHK,59756.5,169.31,450,97,2026-03-01
Mumbai,Andheri West,1BHK,60160.32,170.45,450,122,2026-04-01
Mumbai,Andheri West,1BHK,60796.96,172.26,450,112,2026-05-01
Mumbai,Andheri West,1BHK,61571.38,174.45,450,55,2026-06-01
Mumbai,Andheri West,1BHK,62023.07,175.73,450,82,2026-07-01
Mumbai,Andheri West,1BHK,62491.04,177.06,450,59,2026-08-01
Mumbai,Andheri West,1BHK,62940.9,178.33,450,102,2026-09-01
Mumbai,Andheri West,1BHK,63565.84,180.1,450,146,2026-10-01
Mumbai,Andheri West,1BHK,64157.5,181.78,450,128,2026-11-01
Mumbai,Andheri West,1BHK,64900.93,183.89,450,120,2026-12-01
Mumbai,Andheri West,1BHK,65053.05,184.32,450,93,2027-01-01
Mumbai,Andheri West,1BHK,65467.48,185.49,450,39,2027-02-01
Mumbai,Andheri West,1BHK,66166.11,187.47,450,90,2027-03-01
Mumbai,Andheri West,1BHK,66594.78,188.69,450,83,2027-04-01
Mumbai,Andheri West,1BHK,66945.98,189.68,450,59,2027-05-01
Mumbai,Andheri West,1BHK,67553.84,191.4,450,115,2027-06-01
Mumbai,Andheri West,1BHK,68129.46,193.03,450,79,2027-07-01
Mumbai,Andheri West,1BHK,68825.5,195.01,450,70,2027-08-01
Mumbai,Andheri West,1BHK,69393.48,196.61,450,80,2027-09-01
Mumbai,Andheri West,1BHK,70027.2,198.41,450,97,2027-10-01
Mumbai,Andheri West,1BHK,70798.27,200.6,450,54,2027-11-01
Mumbai,Andheri West,1BHK,71137.23,201.56,450,59,2027-12-01
Mumbai,Andheri West,1BHK,71480.66,202.53,450,46,2028-01-01
Mumbai,Andheri West,1BHK,71766.01,203.34,450,55,2028-02-01
Mumbai,Andheri West,1BHK,72289.28,204.82,450,81,2028-03-01
Mumbai,Andheri West,1BHK,72672.87,205.91,450,77,2028-04-01
Mumbai,Andheri West,1BHK,73159.0,207.28,450,107,2028-05-01
Mumbai,Andheri West,1BHK,73773.41,209.02,450,33,2028-06-01
Mumbai,Andheri West,1BHK,74284.96,210.47,450,137,2028-07-01
Mumbai,Andheri West,1BHK,75120.51,212.84,450,147,2028-08-01
Mumbai,Andheri West,1BHK,75351.5,213.5,450,35,2028-09-01
Mumbai,Andheri West,1BHK,75767.99,214.68,450,60,2028-10-01
Mumbai,Andheri West,1BHK,76580.98,216.98,450,135,2028-11-01
Mumbai,Andheri West,1BHK,76966.92,218.07,450,103,2028-12-01
Mumbai,Andheri West,1BHK,77394.96,219.29,450,103,2029-01-01
Mumbai,Andheri West,1BHK,77728.84,220.23,450,58,2029-02-01
Mumbai,Andheri West,1BHK,78726.65,223.06,450,63,2029-03-01
Mumbai,Andheri West,1BHK,79277.89,224.62,450,130,2029-04-01
Mumbai,Andheri West,1BHK,79534.91,225.35,450,122,2029-05-01
Mumbai,Andheri West,1BHK,80503.13,228.09,450,118,2029-06-01
Mumbai,Andheri West,1BHK,81112.77,229.82,450,111,2029-07-01
Mumbai,Andheri West,1BHK,81775.38,231.7,450,117,2029-08-01
Mumbai,Andheri West,1BHK,82324.16,233.25,450,41,2029-09-01
Mumbai,Andheri West,1BHK,83205.51,235.75,450,36,2029-10-01
Mumbai,Andheri West,1BHK,83633.1,236.96,450,76,2029-11-01
Mumbai,Andheri West,1BHK,84266.68,238.76,450,124,2029-12-01
Mumbai,Andheri West,1BHK,85179.86,241.34,450,30,2030-01-01
Mumbai,Andheri West,1BHK,86013.63,243.71,450,80,2030-02-01
