city,micro_market,date,market_category,metro_distance_km,it_park_distance_km,school_count_2km,hospital_count_2km,mall_count_3km,infra_score
Mumbai,Malad West,2019-06-01,mid,0.24,2.43,6,5,3,1.629
Mumbai,Malad West,2019-07-01,mid,0.21,2.41,6,5,3,1.801
Mumbai,Malad West,2019-08-01,mid,0.25,2.47,6,5,3,1.571
Mumbai,Malad West,2019-09-01,mid,0.23,2.45,6,5,3,1.659
Mumbai,Malad West,2019-10-01,mid,0.21,2.48,6,5,3,1.765
Mumbai,Malad West,2019-11-01,mid,0.2,2.61,6,5,3,1.851
Mumbai,Malad West,2019-12-01,mid,0.24,2.37,6,5,3,1.6
Mumbai,Malad West,2020-01-01,mid,0.2,2.19,7,5,3,1.889
Mumbai,Malad West,2020-02-01,mid,0.2,2.34,7,5,3,1.882
Mumbai,Malad West,2020-03-01,mid,0.2,2.09,7,5,3,1.895
Mumbai,Malad West,2020-04-01,mid,0.2,2.27,7,5,3,1.885
Mumbai,Malad West,2020-05-01,mid,0.2,2.38,7,5,3,1.88
Mumbai,Malad West,2020-06-01,mid,0.2,2.37,7,5,3,1.881
Mumbai,Malad West,2020-07-01,mid,0.2,2.16,7,5,3,1.891
Mumbai,Malad West,2020-08-01,mid,0.2,2.24,7,5,3,1.887
Mumbai,Malad West,2020-09-01,mid,0.2,2.15,7,5,3,1.891
Mumbai,Malad West,2020-10-01,mid,0.2,2.37,7,5,3,1.881
Mumbai,Malad West,2020-11-01,mid,0.2,2.43,7,5,3,1.878
Mumbai,Malad West,2020-12-01,mid,0.2,2.42,7,5,3,1.878
Mumbai,Malad West,2021-01-01,mid,0.2,1.87,7,5,3,1.909
Mumbai,Malad West,2021-02-01,mid,0.2,1.81,7,5,3,1.913
Mumbai,Malad West,2021-03-01,mid,0.2,2.02,7,5,3,1.899
Mumbai,Malad West,2021-04-01,mid,0.2,2.1,7,5,3,1.894
Mumbai,Malad West,2021-05-01,mid,0.2,2.0,7,5,3,1.9
Mumbai,Malad West,2021-06-01,mid,0.2,1.94,7,5,3,1.904
Mumbai,Malad West,2021-07-01,mid,0.2,1.99,7,5,3,1.901
Mumbai,Malad West,2021-08-01,mid,0.2,1.96,7,5,3,1.903
Mumbai,Malad West,2021-09-01,mid,0.2,1.97,7,5,3,1.902
Mumbai,Malad West,2021-10-01,mid,0.2,1.96,7,5,3,1.902
Mumbai,Malad West,2021-11-01,mid,0.2,1.92,7,5,3,1.905
Mumbai,Malad West,2021-12-01,mid,0.2,1.82,7,5,3,1.913
Mumbai,Malad West,2022-01-01,mid,0.2,1.67,7,5,4,1.945
Mumbai,Malad West,2022-02-01,mid,0.2,1.69,7,5,4,1.943
Mumbai,Malad West,2022-03-01,mid,0.2,1.71,7,5,4,1.941
Mumbai,Malad West,2022-04-01,mid,0.2,1.54,7,5,4,1.957
Mumbai,Malad West,2022-05-01,mid,0.2,1.76,7,5,4,1.937
Mumbai,Malad West,2022-06-01,mid,0.2,1.75,7,5,4,1.938
Mumbai,Malad West,2022-07-01,mid,0.2,1.86,7,5,4,1.93
Mumbai,Malad West,2022-08-01,mid,0.2,1.7,7,5,4,1.942
Mumbai,Malad West,2022-09-01,mid,0.2,1.75,7,5,4,1.938
Mumbai,Malad West,2022-10-01,mid,0.2,1.82,7,5,4,1.932
Mumbai,Malad West,2022-11-01,mid,0.2,1.74,7,5,4,1.939
Mumbai,Malad West,2022-12-01,mid,0.2,1.74,7,5,4,1.938
Mumbai,Malad West,2023-01-01,mid,0.2,1.52,8,6,4,1.995
Mumbai,Malad West,2023-02-01,mid,0.2,1.57,8,6,4,1.989
Mumbai,Malad West,2023-03-01,mid,0.2,1.49,8,6,4,1.998
Mumbai,Malad West,2023-04-01,mid,0.2,1.55,8,6,4,1.991
Mumbai,Malad West,2023-05-01,mid,0.2,1.45,8,6,4,2.002
Mumbai,Malad West,2023-06-01,mid,0.2,1.59,8,6,4,1.987
Mumbai,Malad West,2023-07-01,mid,0.2,1.48,8,6,4,1.999
Mumbai,Malad West,2023-08-01,mid,0.2,1.5,8,6,4,1.997
Mumbai,Malad West,2023-09-01,mid,0.2,1.5,8,6,4,1.996
Mumbai,Malad West,2023-10-01,mid,0.2,1.74,8,6,4,1.974
Mumbai,Malad West,2023-11-01,mid,0.2,1.42,8,6,4,2.006
Mumbai,Malad West,2023-12-01,mid,0.2,1.61,8,6,4,1.985
Mumbai,Malad West,2024-01-01,mid,0.2,1.35,8,6,4,2.015
Mumbai,Malad West,2024-02-01,mid,0.2,1.37,8,6,4,2.012
Mumbai,Malad West,2024-03-01,mid,0.2,1.34,8,6,4,2.017
Mumbai,Malad West,2024-04-01,mid,0.2,1.27,8,6,4,2.027
Mumbai,Malad West,2024-05-01,mid,0.2,1.07,8,6,4,2.063
Mumbai,Malad West,2024-06-01,mid,0.2,1.24,8,6,4,2.032
Mumbai,Malad West,2024-07-01,mid,0.2,1.34,8,6,4,2.016
Mumbai,Malad West,2024-08-01,mid,0.2,1.31,8,6,4,2.021
Mumbai,Malad West,2024-09-01,mid,0.2,1.33,8,6,4,2.018
Mumbai,Malad West,2024-10-01,mid,0.2,1.09,8,6,4,2.06
Mumbai,Malad West,2024-11-01,mid,0.2,1.33,8,6,4,2.017
Mumbai,Malad West,2024-12-01,mid,0.2,1.16,8,6,4,2.045
Mumbai,Malad West,2025-01-01,mid,0.2,1.06,9,6,4,2.087
Mumbai,Malad West,2025-02-01,mid,0.2,1.04,9,6,4,2.09
Mumbai,Malad West,2025-03-01,mid,0.2,1.01,9,6,4,2.098
Mumbai,Malad West,2025-04-01,mid,0.2,1.08,9,6,4,2.081
Mumbai,Malad West,2025-05-01,mid,0.2,0.93,9,6,4,2.118
Mumbai,Malad West,2025-06-01,mid,0.2,0.98,9,6,4,2.106
Mumbai,Malad West,2025-07-01,mid,0.2,1.15,9,6,4,2.067
Mumbai,Malad West,2025-08-01,mid,0.2,1.0,9,6,4,2.101
Mumbai,Malad West,2025-09-01,mid,0.2,1.0,9,6,4,2.1
Mumbai,Malad West,2025-10-01,mid,0.2,1.11,9,6,4,2.075
Mumbai,Malad West,2025-11-01,mid,0.2,0.97,9,6,4,2.108
Mumbai,Malad West,2025-12-01,mid,0.2,1.06,9,6,4,2.086
Mumbai,Malad West,2026-01-01,mid,0.2,0.88,9,6,4,2.135
Mumbai,Malad West,2026-02-01,mid,0.2,0.79,9,6,4,2.166
Mumbai,Malad West,2026-03-01,mid,0.2,0.78,9,6,4,2.171
Mumbai,Malad West,2026-04-01,mid,0.2,0.79,9,6,4,2.165
Mumbai,Malad West,2026-05-01,mid,0.2,0.61,9,6,4,2.263
Mumbai,Malad West,2026-06-01,mid,0.2,0.67,9,6,4,2.221
Mumbai,Malad West,2026-07-01,mid,0.2,0.72,9,6,4,2.198
Mumbai,Malad West,2026-08-01,mid,0.2,0.79,9,6,4,2.165
Mumbai,Malad West,2026-09-01,mid,0.2,0.76,9,6,4,2.178
Mumbai,Malad West,2026-10-01,mid,0.2,0.81,9,6,4,2.16
Mumbai,Malad West,2026-11-01,mid,0.2,0.73,9,6,4,2.192
Mumbai,Malad West,2026-12-01,mid,0.2,0.63,9,6,4,2.249
Mumbai,Malad West,2027-01-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Malad West,2027-02-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Malad West,2027-03-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Malad West,2027-04-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Malad West,2027-05-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Malad West,2027-06-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Malad West,2027-07-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Malad West,2027-08-01,mid,0.2,0.67,9,7,4,2.237
Mumbai,Malad West,2027-09-01,mid,0.2,0.6,9,7,4,2.281
Mumbai,Malad West,2027-10-01,mid,0.2,0.52,9,7,4,2.343
Mumbai,Malad West,2027-11-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Malad West,2027-12-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Malad West,2028-01-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Malad West,2028-02-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Malad West,2028-03-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Malad West,2028-04-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Malad West,2028-05-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Malad West,2028-06-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Malad West,2028-07-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Malad West,2028-08-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Malad West,2028-09-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Malad West,2028-10-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Malad West,2028-11-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Malad West,2028-12-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Malad West,2029-01-01,mid,0.2,0.5,10,7,5,2.405
Mumbai,Malad West,2029-02-01,mid,0.2,0.5,10,7,5,2.405
Mumbai,Malad West,2029-03-01,mid,0.2,0.5,10,7,5,2.405
Mumbai,Malad West,2029-04-01,mid,0.2,0.5,10,7,5,2.405
Mumbai,Malad West,2029-05-01,mid,0.2,0.5,10,7,5,2.405
Mumbai,Malad West,2029-06-01,mid,0.2,0.5,10,7,5,2.405
Mumbai,Malad West,2029-07-01,mid,0.2,0.5,10,7,5,2.405
Mumbai,Malad West,2029-08-01,mid,0.2,0.5,10,7,5,2.405
Mumbai,Malad West,2029-09-01,mid,0.2,0.5,10,7,5,2.405
Mumbai,Malad West,2029-10-01,mid,0.2,0.5,10,7,5,2.405
Mumbai,Malad West,2029-11-01,mid,0.2,0.5,10,7,5,2.405
Mumbai,Malad West,2029-12-01,mid,0.2,0.5,10,7,5,2.405
Mumbai,Malad West,2030-01-01,mid,0.2,0.5,11,7,5,2.425
Mumbai,Malad West,2030-02-01,mid,0.2,0.5,11,7,5,2.425
Mumbai,Malad West,2030-03-01,mid,0.2,0.5,11,7,5,2.425
Mumbai,Malad West,2030-04-01,mid,0.2,0.5,11,7,5,2.425
Mumbai,Malad West,2030-05-01,mid,0.2,0.5,11,7,5,2.425
Mumbai,Malad West,2030-06-01,mid,0.2,0.5,11,7,5,2.425
Mumbai,Malad West,2030-07-01,mid,0.2,0.5,11,7,5,2.425
Mumbai,Malad West,2030-08-01,mid,0.2,0.5,11,7,5,2.425
Mumbai,Malad West,2030-09-01,mid,0.2,0.5,11,7,5,2.425
Mumbai,Malad West,2030-10-01,mid,0.2,0.5,11,7,5,2.425
Mumbai,Malad West,2030-11-01,mid,0.2,0.5,11,7,5,2.425
Mumbai,Malad West,2030-12-01,mid,0.2,0.5,11,7,5,2.425
Mumbai,Malad West,2031-01-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2031-02-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2031-03-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2031-04-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2031-05-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2031-06-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2031-07-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2031-08-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2031-09-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2031-10-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2031-11-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2031-12-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2032-01-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2032-02-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2032-03-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2032-04-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2032-05-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2032-06-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2032-07-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2032-08-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2032-09-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2032-10-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2032-11-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2032-12-01,mid,0.2,0.5,11,8,5,2.44
Mumbai,Malad West,2033-01-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2033-02-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2033-03-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2033-04-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2033-05-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2033-06-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2033-07-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2033-08-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2033-09-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2033-10-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2033-11-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2033-12-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2034-01-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2034-02-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2034-03-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2034-04-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2034-05-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2034-06-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2034-07-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2034-08-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2034-09-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2034-10-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2034-11-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Malad West,2034-12-01,mid,0.2,0.5,12,8,5,2.46
Mumbai,Chembur,2015-01-01,mid,0.82,3.1,5,4,3,0.666
Mumbai,Chembur,2015-02-01,mid,0.68,3.37,5,4,3,0.734
Mumbai,Chembur,2015-03-01,mid,0.76,3.42,5,4,3,0.69
Mumbai,Chembur,2015-04-01,mid,0.75,3.17,5,4,3,0.7
Mumbai,Chembur,2015-05-01,mid,0.77,3.31,5,4,3,0.685
Mumbai,Chembur,2015-06-01,mid,0.72,3.41,5,4,3,0.71
Mumbai,Chembur,2015-07-01,mid,0.79,3.24,5,4,3,0.676
Mumbai,Chembur,2015-08-01,mid,0.7,3.37,5,4,3,0.725
Mumbai,Chembur,2015-09-01,mid,0.73,3.24,5,4,3,0.711
Mumbai,Chembur,2015-10-01,mid,0.77,3.34,5,4,3,0.685
Mumbai,Chembur,2015-11-01,mid,0.8,3.44,5,4,3,0.668
Mumbai,Chembur,2015-12-01,mid,0.75,3.39,5,4,3,0.693
Mumbai,Chembur,2016-01-01,mid,0.61,3.2,5,4,3,0.786
Mumbai,Chembur,2016-02-01,mid,0.58,3.14,5,4,3,0.816
Mumbai,Chembur,2016-03-01,mid,0.58,3.0,5,4,3,0.819
Mumbai,Chembur,2016-04-01,mid,0.6,2.88,5,4,3,0.806
Mumbai,Chembur,2016-05-01,mid,0.67,3.0,5,4,3,0.749
Mumbai,Chembur,2016-06-01,mid,0.6,2.99,5,4,3,0.803
Mumbai,Chembur,2016-07-01,mid,0.67,3.11,5,4,3,0.747
Mumbai,Chembur,2016-08-01,mid,0.65,3.1,5,4,3,0.761
Mumbai,Chembur,2016-09-01,mid,0.63,3.12,5,4,3,0.775
Mumbai,Chembur,2016-10-01,mid,0.67,2.97,5,4,3,0.751
Mumbai,Chembur,2016-11-01,mid,0.6,2.98,5,4,3,0.808
Mumbai,Chembur,2016-12-01,mid,0.65,3.13,5,4,3,0.759
Mumbai,Chembur,2017-01-01,mid,0.51,2.58,5,4,3,0.906
Mumbai,Chembur,2017-02-01,mid,0.45,2.6,5,4,3,0.98
Mumbai,Chembur,2017-03-01,mid,0.57,2.85,5,4,3,0.833
Mumbai,Chembur,2017-04-01,mid,0.43,2.82,5,4,3,1.002
Mumbai,Chembur,2017-05-01,mid,0.47,3.03,5,4,3,0.937
Mumbai,Chembur,2017-06-01,mid,0.46,2.85,5,4,3,0.954
Mumbai,Chembur,2017-07-01,mid,0.44,3.05,5,4,3,0.978
Mumbai,Chembur,2017-08-01,mid,0.55,2.64,5,4,3,0.858
Mumbai,Chembur,2017-09-01,mid,0.52,2.88,5,4,3,0.888
Mumbai,Chembur,2017-10-01,mid,0.43,2.74,5,4,3,1.001
Mumbai,Chembur,2017-11-01,mid,0.37,2.9,5,4,3,1.113
Mumbai,Chembur,2017-12-01,mid,0.41,2.87,5,4,3,1.047
Mumbai,Chembur,2018-01-01,mid,0.27,2.47,6,4,3,1.456
Mumbai,Chembur,2018-02-01,mid,0.33,2.71,6,4,3,1.252
Mumbai,Chembur,2018-03-01,mid,0.29,2.58,6,4,3,1.389
Mumbai,Chembur,2018-04-01,mid,0.33,2.58,6,4,3,1.25
Mumbai,Chembur,2018-05-01,mid,0.34,2.59,6,4,3,1.221
Mumbai,Chembur,2018-06-01,mid,0.24,2.72,6,4,3,1.601
Mumbai,Chembur,2018-07-01,mid,0.34,2.56,6,4,3,1.211
Mumbai,Chembur,2018-08-01,mid,0.27,2.55,6,4,3,1.435
Mumbai,Chembur,2018-09-01,mid,0.37,2.45,6,4,3,1.159
Mumbai,Chembur,2018-10-01,mid,0.28,2.58,6,4,3,1.402
Mumbai,Chembur,2018-11-01,mid,0.24,2.49,6,4,3,1.574
Mumbai,Chembur,2018-12-01,mid,0.31,2.34,6,4,3,1.315
Mumbai,Chembur,2019-01-01,mid,0.2,2.2,6,5,3,1.868
Mumbai,Chembur,2019-02-01,mid,0.23,2.28,6,5,3,1.654
Mumbai,Chembur,2019-03-01,mid,0.21,2.37,6,5,3,1.786
Mumbai,Chembur,2019-04-01,mid,0.2,2.37,6,5,3,1.86
Mumbai,Chembur,2019-05-01,mid,0.26,2.34,6,5,3,1.522
Mumbai,Chembur,2019-06-01,mid,0.2,2.37,6,5,3,1.86
Mumbai,Chembur,2019-07-01,mid,0.2,2.3,6,5,3,1.864
Mumbai,Chembur,2019-08-01,mid,0.2,2.25,6,5,3,1.866
Mumbai,Chembur,2019-09-01,mid,0.2,2.33,6,5,3,1.862
Mumbai,Chembur,2019-10-01,mid,0.23,2.38,6,5,3,1.651
Mumbai,Chembur,2019-11-01,mid,0.2,2.36,6,5,3,1.861
Mumbai,Chembur,2019-12-01,mid,0.2,2.39,6,5,3,1.86
Mumbai,Chembur,2020-01-01,mid,0.2,2.22,7,5,3,1.888
Mumbai,Chembur,2020-02-01,mid,0.2,1.91,7,5,3,1.906
Mumbai,Chembur,2020-03-01,mid,0.2,2.09,7,5,3,1.895
Mumbai,Chembur,2020-04-01,mid,0.2,2.16,7,5,3,1.891
Mumbai,Chembur,2020-05-01,mid,0.2,2.09,7,5,3,1.895
Mumbai,Chembur,2020-06-01,mid,0.2,2.14,7,5,3,1.892
Mumbai,Chembur,2020-07-01,mid,0.2,2.15,7,5,3,1.891
Mumbai,Chembur,2020-08-01,mid,0.2,2.38,7,5,3,1.88
Mumbai,Chembur,2020-09-01,mid,0.2,2.1,7,5,3,1.894
Mumbai,Chembur,2020-10-01,mid,0.2,2.17,7,5,3,1.89
Mumbai,Chembur,2020-11-01,mid,0.2,2.15,7,5,3,1.891
Mumbai,Chembur,2020-12-01,mid,0.2,2.1,7,5,3,1.894
Mumbai,Chembur,2021-01-01,mid,0.2,1.9,7,5,3,1.907
Mumbai,Chembur,2021-02-01,mid,0.2,1.97,7,5,3,1.902
Mumbai,Chembur,2021-03-01,mid,0.2,1.81,7,5,3,1.913
Mumbai,Chembur,2021-04-01,mid,0.2,1.91,7,5,3,1.906
Mumbai,Chembur,2021-05-01,mid,0.2,1.78,7,5,3,1.916
Mumbai,Chembur,2021-06-01,mid,0.2,1.9,7,5,3,1.907
Mumbai,Chembur,2021-07-01,mid,0.2,1.98,7,5,3,1.901
Mumbai,Chembur,2021-08-01,mid,0.2,1.79,7,5,3,1.915
Mumbai,Chembur,2021-09-01,mid,0.2,1.71,7,5,3,1.921
Mumbai,Chembur,2021-10-01,mid,0.2,1.79,7,5,3,1.915
Mumbai,Chembur,2021-11-01,mid,0.2,1.62,7,5,3,1.929
Mumbai,Chembur,2021-12-01,mid,0.2,1.85,7,5,3,1.91
Mumbai,Chembur,2022-01-01,mid,0.2,1.69,7,5,4,1.943
Mumbai,Chembur,2022-02-01,mid,0.2,1.65,7,5,4,1.947
Mumbai,Chembur,2022-03-01,mid,0.2,1.68,7,5,4,1.944
Mumbai,Chembur,2022-04-01,mid,0.2,1.6,7,5,4,1.952
Mumbai,Chembur,2022-05-01,mid,0.2,1.44,7,5,4,1.969
Mumbai,Chembur,2022-06-01,mid,0.2,1.63,7,5,4,1.949
Mumbai,Chembur,2022-07-01,mid,0.2,1.62,7,5,4,1.949
Mumbai,Chembur,2022-08-01,mid,0.2,1.58,7,5,4,1.954
Mumbai,Chembur,2022-09-01,mid,0.2,1.69,7,5,4,1.943
Mumbai,Chembur,2022-10-01,mid,0.2,1.73,7,5,4,1.94
Mumbai,Chembur,2022-11-01,mid,0.2,1.53,7,5,4,1.958
Mumbai,Chembur,2022-12-01,mid,0.2,1.54,7,5,4,1.958
Mumbai,Chembur,2023-01-01,mid,0.2,1.32,8,6,4,2.019
Mumbai,Chembur,2023-02-01,mid,0.2,1.23,8,6,4,2.034
Mumbai,Chembur,2023-03-01,mid,0.2,1.25,8,6,4,2.03
Mumbai,Chembur,2023-04-01,mid,0.2,1.42,8,6,4,2.006
Mumbai,Chembur,2023-05-01,mid,0.2,1.33,8,6,4,2.017
Mumbai,Chembur,2023-06-01,mid,0.2,1.46,8,6,4,2.001
Mumbai,Chembur,2023-07-01,mid,0.2,1.33,8,6,4,2.018
Mumbai,Chembur,2023-08-01,mid,0.2,1.32,8,6,4,2.02
Mumbai,Chembur,2023-09-01,mid,0.2,1.33,8,6,4,2.018
Mumbai,Chembur,2023-10-01,mid,0.2,1.28,8,6,4,2.025
Mumbai,Chembur,2023-11-01,mid,0.2,1.29,8,6,4,2.024
Mumbai,Chembur,2023-12-01,mid,0.2,1.53,8,6,4,1.993
Mumbai,Chembur,2024-01-01,mid,0.2,1.12,8,6,4,2.053
Mumbai,Chembur,2024-02-01,mid,0.2,1.19,8,6,4,2.041
Mumbai,Chembur,2024-03-01,mid,0.2,1.14,8,6,4,2.05
Mumbai,Chembur,2024-04-01,mid,0.2,0.87,8,6,4,2.118
Mumbai,Chembur,2024-05-01,mid,0.2,0.99,8,6,4,2.083
Mumbai,Chembur,2024-06-01,mid,0.2,1.18,8,6,4,2.041
Mumbai,Chembur,2024-07-01,mid,0.2,1.07,8,6,4,2.063
Mumbai,Chembur,2024-08-01,mid,0.2,1.2,8,6,4,2.038
Mumbai,Chembur,2024-09-01,mid,0.2,1.11,8,6,4,2.056
Mumbai,Chembur,2024-10-01,mid,0.2,1.16,8,6,4,2.045
Mumbai,Chembur,2024-11-01,mid,0.2,1.06,8,6,4,2.066
Mumbai,Chembur,2024-12-01,mid,0.2,1.08,8,6,4,2.06
Mumbai,Chembur,2025-01-01,mid,0.2,1.04,9,6,4,2.09
Mumbai,Chembur,2025-02-01,mid,0.2,0.92,9,6,4,2.122
Mumbai,Chembur,2025-03-01,mid,0.2,0.7,9,6,4,2.207
Mumbai,Chembur,2025-04-01,mid,0.2,0.99,9,6,4,2.103
Mumbai,Chembur,2025-05-01,mid,0.2,0.82,9,6,4,2.153
Mumbai,Chembur,2025-06-01,mid,0.2,0.83,9,6,4,2.153
Mumbai,Chembur,2025-07-01,mid,0.2,0.73,9,6,4,2.195
Mumbai,Chembur,2025-08-01,mid,0.2,0.76,9,6,4,2.178
Mumbai,Chembur,2025-09-01,mid,0.2,0.65,9,6,4,2.236
Mumbai,Chembur,2025-10-01,mid,0.2,0.98,9,6,4,2.104
Mumbai,Chembur,2025-11-01,mid,0.2,0.91,9,6,4,2.125
Mumbai,Chembur,2025-12-01,mid,0.2,0.64,9,6,4,2.24
Mumbai,Chembur,2026-01-01,mid,0.2,0.5,9,6,4,2.35
Mumbai,Chembur,2026-02-01,mid,0.2,0.7,9,6,4,2.207
Mumbai,Chembur,2026-03-01,mid,0.2,0.73,9,6,4,2.192
Mumbai,Chembur,2026-04-01,mid,0.2,0.69,9,6,4,2.211
Mumbai,Chembur,2026-05-01,mid,0.2,0.5,9,6,4,2.35
Mumbai,Chembur,2026-06-01,mid,0.2,0.71,9,6,4,2.203
Mumbai,Chembur,2026-07-01,mid,0.2,0.5,9,6,4,2.35
Mumbai,Chembur,2026-08-01,mid,0.2,0.5,9,6,4,2.35
Mumbai,Chembur,2026-09-01,mid,0.2,0.56,9,6,4,2.296
Mumbai,Chembur,2026-10-01,mid,0.2,0.56,9,6,4,2.297
Mumbai,Chembur,2026-11-01,mid,0.2,0.5,9,6,4,2.35
Mumbai,Chembur,2026-12-01,mid,0.2,0.54,9,6,4,2.311
Mumbai,Chembur,2027-01-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Chembur,2027-02-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Chembur,2027-03-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Chembur,2027-04-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Chembur,2027-05-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Chembur,2027-06-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Chembur,2027-07-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Chembur,2027-08-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Chembur,2027-09-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Chembur,2027-10-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Chembur,2027-11-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Chembur,2027-12-01,mid,0.2,0.5,9,7,4,2.365
Mumbai,Chembur,2028-01-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Chembur,2028-02-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Chembur,2028-03-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Chembur,2028-04-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Chembur,2028-05-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Chembur,2028-06-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Chembur,2028-07-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Chembur,2028-08-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Chembur,2028-09-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Chembur,2028-10-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Chembur,2028-11-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Chembur,2028-12-01,mid,0.2,0.5,10,7,4,2.385
Mumbai,Chembur,2029-01-01,mid,0.2,0.5,10,7,5,2.405
Mumbai,Chembur,2029-02-01,mid,0.2,0.5,10,7,5,2.405
