city,micro_market,property_type,avg_price_sqft,avg_rent_sqft,avg_unit_size_sqft,transaction_count,date,avg_property_price,annual_rent,rental_yield_pct,yoy_price_growth
Mumbai,Andheri East,1BHK,70986.0,207.04,450,111,2030-02-01,31943700.0,1118016.0,3.49995773814555,0.09671064056207146
Mumbai,Andheri East,1BHK,71512.02,208.58,450,149,2030-03-01,32180409.0,1126332.0,3.5000549557962426,0.09568603621223581
Mumbai,Andheri East,1BHK,72010.65,210.03,450,33,2030-04-01,32404792.499999996,1134162.0,3.499982294285638,0.09427335950893823
Mumbai,Andheri East,1BHK,72820.55,212.39,450,106,2030-05-01,32769247.5,1146906.0,3.499946100379632,0.09876514336498454
Mumbai,Andheri East,1BHK,73581.61,214.61,450,47,2030-06-01,33111724.5,1158894.0,3.4999505990695225,0.1047853515694499
Mumbai,Andheri East,1BHK,74101.41,216.13,450,77,2030-07-01,33345634.5,1167102.0,3.5000143721961563,0.10111457124291201
Mumbai,Andheri East,1BHK,74873.12,218.38,450,62,2030-08-01,33692904.0,1179252.0,3.5000010684742398,0.10676078939635203
Mumbai,Andheri East,1BHK,75598.19,220.49,450,64,2030-09-01,34019185.5,1190646.0,3.4999250643434716,0.11006042779170366
Mumbai,Andheri East,1BHK,76315.64,222.59,450,132,2030-10-01,34342038.0,1201986.0,3.500042717325046,0.10818231453730154
Mumbai,Andheri East,1BHK,76933.43,224.39,450,114,2030-11-01,34620043.5,1211706.0,3.5000129332593124,0.10969669834875595
Mumbai,Andheri East,1BHK,77508.31,226.07,450,38,2030-12-01,34878739.5,1220778.0,3.5000634125553765,0.11183949111613556
Mumbai,Andheri East,1BHK,77715.37,226.67,450,51,2031-01-01,34971916.5,1224018.0,3.5000026378308435,0.106785216900529
Mumbai,Andheri East,1BHK,78135.66,227.9,450,93,2031-02-01,35161047.0,1230660.0,3.5000664229367233,0.10071929676274194
Mumbai,Andheri East,1BHK,78595.39,229.24,450,52,2031-03-01,35367925.5,1237896.0,3.5000526112282158,0.099051460160124
Mumbai,Andheri East,1BHK,79124.74,230.78,450,137,2031-04-01,35606133.0,1246212.0,3.499992543419416,0.09879219254374205
Mumbai,Andheri East,1BHK,80009.07,233.36,450,148,2031-05-01,36004081.5,1260144.0,3.5000031871386583,0.09871554114875547
Mumbai,Andheri East,1BHK,80565.11,234.98,450,63,2031-06-01,36254299.5,1268892.0,3.499976602775072,0.09490822503068364
Mumbai,Andheri East,1BHK,80982.83,236.2,450,99,2031-07-01,36442273.5,1275480.0,3.500001173088172,0.09286489960177535
Mumbai,Andheri East,1BHK,81469.22,237.62,450,66,2031-08-01,36661149.0,1283148.0,3.5000212350136652,0.08809703669354252
Mumbai,Andheri East,1BHK,82303.1,240.05,450,122,2031-09-01,37036395.0,1296270.0,3.49998967232097,0.08869140914617146
Mumbai,Andheri East,1BHK,82755.22,241.37,450,87,2031-10-01,37239849.0,1303398.0,3.500008821195811,0.08438086871839112
Mumbai,Andheri East,1BHK,83289.69,242.93,450,77,2031-11-01,37480360.5,1311822.0,3.5000250331103406,0.08262026013918788
Mumbai,Andheri East,1BHK,84106.96,245.31,450,114,2031-12-01,37848132.0,1324674.0,3.499971940491013,0.08513474232633911
Mumbai,Andheri East,1BHK,84822.68,247.4,450,115,2032-01-01,38170206.0,1335960.0,3.500007309365844,0.09145308064543722
Mumbai,Andheri East,1BHK,85691.67,249.93,450,105,2032-02-01,38561251.5,1349622.0,3.4999434600819423,0.09670373296904367
Mumbai,Andheri East,1BHK,85896.84,250.53,450,71,2032-03-01,38653578.0,1352862.0,3.499965772896884,0.09289921457225403
Mumbai,Andheri East,1BHK,86396.41,251.99,450,130,2032-04-01,38878384.5,1360746.0,3.500006539623579,0.09190134463632993
Mumbai,Andheri East,1BHK,87111.99,254.08,450,135,2032-05-01,39200395.5,1372032.0,3.5000463196857288,0.08877643497168508
Mumbai,Andheri East,1BHK,87758.84,255.96,450,68,2032-06-01,39491478.0,1382184.0,3.499955104237932,0.08929088534726759
Mumbai,Andheri East,1BHK,88344.68,257.67,450,94,2032-07-01,39755106.0,1391418.0,3.499973060064285,0.09090630692950574
Mumbai,Andheri East,1BHK,88423.86,257.9,450,44,2032-08-01,39790737.0,1392659.9999999998,3.4999603048317494,0.08536524591741523
Mumbai,Andheri East,1BHK,89388.52,260.72,450,39,2032-09-01,40224834.0,1407888.0000000002,3.500046762156931,0.08608934535880186
Mumbai,Andheri East,1BHK,89814.23,261.96,450,116,2032-10-01,40416403.5,1414583.9999999998,3.50002443933439,0.0852998759474024
Mumbai,Andheri East,1BHK,90532.98,264.05,450,90,2032-11-01,40739841.0,1425870.0,3.4999400218572276,0.08696502532306205
Mumbai,Andheri East,1BHK,91527.65,266.96,450,39,2032-12-01,41187442.5,1441583.9999999998,3.5000570865743845,0.08822920243461407
Mumbai,Andheri East,1BHK,91986.45,268.29,450,30,2033-01-01,41393902.5,1448766.0000000002,3.4999502644139437,0.08445583186006389
Mumbai,Andheri East,1BHK,92233.5,269.01,450,34,2033-02-01,41505075.0,1452654.0,3.4999430792499475,0.07634149270284962
Mumbai,Andheri East,1BHK,92425.24,269.57,450,124,2033-03-01,41591358.0,1455678.0,3.4999530431297767,0.0760027959119336
Mumbai,Andheri East,1BHK,93042.22,271.37,450,52,2033-04-01,41868999.0,1465398.0,3.4999594807604546,0.076922293414738
Mumbai,Andheri East,1BHK,93564.61,272.9,450,142,2033-05-01,42104074.5,1473659.9999999998,3.5000413083536603,0.07407269653695203
Mumbai,Andheri East,1BHK,94184.21,274.7,450,127,2033-06-01,42382894.5,1483380.0,3.499949726180216,0.07321621388796862
Mumbai,Andheri East,1BHK,94836.83,276.61,450,93,2033-07-01,42676573.5,1493694.0,3.5000326350005584,0.07348659817433267
Mumbai,Andheri East,1BHK,95122.07,277.44,450,60,2033-08-01,42804931.5,1498176.0,3.5000079371695763,0.07575116037684859
Mumbai,Andheri East,1BHK,95907.44,279.73,450,79,2033-09-01,43158348.0,1510542.0000000002,3.49999958293121,0.07292793302764156
Mumbai,Andheri East,1BHK,96989.57,282.89,450,98,2033-10-01,43645306.5,1527606.0,3.5000464482933578,0.07989090370200813
Mumbai,Andheri East,1BHK,98022.94,285.9,450,31,2033-11-01,44110323.0,1543859.9999999998,3.4999970415088546,0.08273183982235
Mumbai,Andheri East,1BHK,98925.55,288.53,450,66,2033-12-01,44516497.5,1558061.9999999998,3.499965378003963,0.0808269413668985
Mumbai,Andheri East,1BHK,99683.32,290.74,450,54,2034-01-01,44857494.0,1569996.0,3.4999636849976508,0.08367395415303025
Mumbai,Andheri East,1BHK,100230.76,292.34,450,32,2034-02-01,45103842.0,1578636.0,3.500003392172223,0.08670667382241803
Mumbai,Andheri East,1BHK,100935.27,294.39,450,103,2034-03-01,45420871.5,1589706.0,3.4999460545357435,0.09207474062279952
Mumbai,Andheri East,1BHK,102253.51,298.24,450,63,2034-04-01,46014079.5,1610496.0,3.5000069924250035,0.09900118462349661
Mumbai,Andheri East,1BHK,103207.15,301.02,450,95,2034-05-01,46443217.5,1625508.0,3.4999900685175396,0.10305755562920638
Mumbai,Andheri East,1BHK,103808.7,302.78,450,61,2034-06-01,46713915.0,1635012.0,3.5000534637270286,0.10218793574846563
Mumbai,Andheri East,1BHK,104792.72,305.65,450,146,2034-07-01,47156724.0,1650510.0,3.5000522937089524,0.10497915208679998
Mumbai,Andheri East,1BHK,105241.28,306.95,450,101,2034-08-01,47358576.0,1657530.0,3.499957431152491,0.10638130562129255
Mumbai,Andheri East,1BHK,106296.52,310.03,450,75,2034-09-01,47833434.0,1674162.0,3.499982878084814,0.1083240257481588
Mumbai,Andheri East,1BHK,107101.14,312.38,450,98,2034-10-01,48195513.0,1686852.0,3.5000187673072385,0.10425419970415373
Mumbai,Andheri East,1BHK,107775.88,314.35,450,40,2034-11-01,48499146.0,1697490.0,3.500041011031411,0.0994965056138899
Mumbai,Andheri East,1BHK,108251.13,315.73,450,146,2034-12-01,48713008.5,1704942.0,3.4999727023634764,0.09426866972182624
Mumbai,Andheri East,2BHK,18170.97,53.0,650,111,2015-01-01,11811130.5,413400.0,3.5000883277007224,
Mumbai,Andheri East,2BHK,18217.68,53.13,650,86,2015-02-01,11841492.0,414414.0,3.499677236618494,
Mumbai,Andheri East,2BHK,18407.05,53.69,650,59,2015-03-01,11964582.5,418782.0,3.500180637310161,
Mumbai,Andheri East,2BHK,18592.73,54.23,650,102,2015-04-01,12085274.5,422994.0,3.500077718549132,
Mumbai,Andheri East,2BHK,18785.08,54.79,650,148,2015-05-01,12210302.000000002,427362.0,3.500011711422043,
Mumbai,Andheri East,2BHK,18899.2,55.12,650,97,2015-06-01,12284480.0,429936.0,3.499830680663732,
Mumbai,Andheri East,2BHK,18897.07,55.12,650,97,2015-07-01,12283095.5,429936.0,3.500225167182002,
Mumbai,Andheri East,2BHK,19049.74,55.56,650,119,2015-08-01,12382331.000000002,433368.0,3.499890287216518,
Mumbai,Andheri East,2BHK,19079.61,55.65,650,48,2015-09-01,12401746.5,434070.0,3.500071542342847,
Mumbai,Andheri East,2BHK,19155.06,55.87,650,80,2015-10-01,12450789.0,435786.0,3.500067345129694,
Mumbai,Andheri East,2BHK,19217.64,56.05,650,133,2015-11-01,12491466.0,437190.0,3.499909458185292,
Mumbai,Andheri East,2BHK,19408.07,56.61,650,104,2015-12-01,12615245.5,441558.0,3.500193476218913,
Mumbai,Andheri East,2BHK,19517.01,56.92,650,51,2016-01-01,12686056.499999998,443976.0,3.4997164012315416,0.07407639768267726
Mumbai,Andheri East,2BHK,19674.91,57.39,650,118,2016-02-01,12788691.5,447642.0,3.5002955540838565,0.07998987796470236
Mumbai,Andheri East,2BHK,19710.75,57.49,650,42,2016-03-01,12811987.5,448422.0,3.50001902515125,0.07082612368630503
Mumbai,Andheri East,2BHK,19877.0,57.97,650,118,2016-04-01,12920050.0,452166.0,3.4997232982844495,0.06907377238307655
Mumbai,Andheri East,2BHK,20044.3,58.46,650,57,2016-05-01,13028795.0,455988.0,3.4998478370409543,0.0670329857525227
Mumbai,Andheri East,2BHK,20119.23,58.68,650,106,2016-06-01,13077499.5,457704.0,3.4999351366826663,0.06455458432102934
Mumbai,Andheri East,2BHK,20218.73,58.97,650,114,2016-07-01,13142174.5,459966.0,3.4999230911140313,0.06993994307053941
Mumbai,Andheri East,2BHK,20370.75,59.41,650,61,2016-08-01,13240987.5,463398.0,3.499723868782446,0.0693453034004663
Mumbai,Andheri East,2BHK,20579.07,60.02,650,70,2016-09-01,13376395.5,468156.0,3.4998666120480664,0.07858965670681939
Mumbai,Andheri East,2BHK,20708.23,60.4,650,141,2016-10-01,13460349.5,471120.0,3.5000577065253764,0.0810840582070742
Mumbai,Andheri East,2BHK,20830.83,60.76,650,69,2016-11-01,13540039.500000002,473928.0,3.500196583621488,0.08394318969446823
Mumbai,Andheri East,2BHK,20954.34,61.12,650,57,2016-12-01,13620321.0,476736.0,3.5001818239085556,0.07967149747501945
Mumbai,Andheri East,2BHK,21115.7,61.59,650,39,2017-01-01,13725205.0,480402.0,3.500144442287019,0.08191264952982058
Mumbai,Andheri East,2BHK,21223.67,61.9,650,76,2017-02-01,13795385.499999998,482820.0,3.4998659515531485,0.07871751382852565
Mumbai,Andheri East,2BHK,21320.47,62.18,650,95,2017-03-01,13858305.5,485004.0,3.4997352309775533,0.08166711058686249
Mumbai,Andheri East,2BHK,21455.03,62.58,650,104,2017-04-01,13945769.5,488124.0,3.5001582379516596,0.07938974694370371
Mumbai,Andheri East,2BHK,21675.54,63.22,650,47,2017-05-01,14089101.0,493116.0,3.4999820073686747,0.08138173944712479
Mumbai,Andheri East,2BHK,21832.19,63.68,650,49,2017-06-01,14190923.5,496704.0,3.5001527560908916,0.08514043529498894
Mumbai,Andheri East,2BHK,21984.75,64.12,650,83,2017-07-01,14290087.5,500136.0,3.4998805990516155,0.08734574327863331
Mumbai,Andheri East,2BHK,21990.93,64.14,650,60,2017-08-01,14294104.5,500292.0,3.499988404310322,0.07953462685468127
Mumbai,Andheri East,2BHK,22104.98,64.47,650,92,2017-09-01,14368237.0,502866.0,3.499844831345697,0.07414863742627831
Mumbai,Andheri East,2BHK,22153.13,64.61,650,48,2017-10-01,14399534.5,503958.0,3.4998214699232117,0.06977419122735262
Mumbai,Andheri East,2BHK,22342.67,65.17,650,32,2017-11-01,14522735.499999998,508326.0,3.5002083457348654,0.07257704085722927
Mumbai,Andheri East,2BHK,22575.93,65.85,650,96,2017-12-01,14674354.5,513629.9999999999,3.500188032120935,0.07738683251297829
Mumbai,Andheri East,2BHK,22699.38,66.21,650,129,2018-01-01,14754597.0,516437.9999999999,3.5001837054580336,0.07500011839531728
Mumbai,Andheri East,2BHK,22954.73,66.95,650,46,2018-02-01,14920574.5,522210.0,3.499932257970362,0.08156270805190635
Mumbai,Andheri East,2BHK,23092.79,67.35,650,123,2018-03-01,15010313.5,525329.9999999999,3.4997936585401757,0.08312762335914736
Mumbai,Andheri East,2BHK,23350.12,68.1,650,50,2018-04-01,15177578.0,531179.9999999999,3.4997678812785535,0.0883284712256287
Mumbai,Andheri East,2BHK,23539.85,68.66,650,139,2018-05-01,15300902.499999998,535548.0,3.500107264914603,0.08600985258037386
Mumbai,Andheri East,2BHK,23758.74,69.3,650,104,2018-06-01,15443181.000000002,540540.0,3.5001856159038733,0.08824355229594483
Mumbai,Andheri East,2BHK,23992.52,69.98,650,73,2018-07-01,15595138.0,545844.0,3.500090861651881,0.09132557795744778
Mumbai,Andheri East,2BHK,24255.54,70.75,650,69,2018-08-01,15766101.0,551850.0,3.500231287367752,0.10297927372785054
Mumbai,Andheri East,2BHK,24424.65,71.24,650,81,2018-09-01,15876022.500000002,555672.0,3.500070625372318,0.10493879659696592
Mumbai,Andheri East,2BHK,24622.23,71.81,650,113,2018-10-01,16004449.5,560118.0,3.4997642374390945,0.11145603352663924
Mumbai,Andheri East,2BHK,24816.89,72.38,650,102,2018-11-01,16130978.5,564564.0,3.499874480646044,0.11073967435404986
Mumbai,Andheri East,2BHK,25079.96,73.15,650,33,2018-12-01,16301974.0,570570.0000000001,3.5000055821460645,0.11091591797104261
Mumbai,Andheri East,2BHK,25368.74,73.99,650,55,2019-01-01,16489681.000000002,577122.0,3.4998979058479054,0.11759616341944135
Mumbai,Andheri East,2BHK,25635.69,74.77,650,131,2019-02-01,16663198.5,583206.0,3.499964307572763,0.11679335805735902
Mumbai,Andheri East,2BHK,25840.46,75.37,650,87,2019-03-01,16796299.0,587886.0,3.5000924906135573,0.11898389064292347
Mumbai,Andheri East,2BHK,26201.8,76.42,650,48,2019-04-01,17031170.0,596076.0,3.4999122197711605,0.12212699549295669
Mumbai,Andheri East,2BHK,26392.14,76.98,650,106,2019-05-01,17154891.0,600444.0,3.5001329941414374,0.12116857159242733
Mumbai,Andheri East,2BHK,26538.97,77.41,650,87,2019-06-01,17250330.5,603798.0,3.500211198852103,0.11701925270447844
Mumbai,Andheri East,2BHK,26581.71,77.53,650,115,2019-07-01,17278111.5,604734.0,3.5000005642977823,0.10791655065828842
Mumbai,Andheri East,2BHK,26873.63,78.38,650,106,2019-08-01,17467859.5,611364.0,3.4999365549053105,0.10793781544339964
Mumbai,Andheri East,2BHK,27098.85,79.04,650,141,2019-09-01,17614252.5,616512.0000000001,3.5000747264182808,0.10948775110390518
Mumbai,Andheri East,2BHK,27322.37,79.69,650,113,2019-10-01,17759540.5,621582.0,3.4999892029864172,0.10966269099102721
Mumbai,Andheri East,2BHK,27511.36,80.24,650,53,2019-11-01,17882384.0,625872.0,3.4999360264269015,0.10857403969635193
Mumbai,Andheri East,2BHK,27684.99,80.75,650,59,2019-12-01,17995243.5,629850.0,3.5000915658629457,0.10386898543697853
Mumbai,Andheri East,2BHK,27930.3,81.46,650,76,2020-01-01,18154695.0,635387.9999999999,3.499854996186936,0.10097308735081034
Mumbai,Andheri East,2BHK,28076.16,81.89,650,141,2020-02-01,18249504.0,638742.0,3.500051289065171,0.09519813978090697
Mumbai,Andheri East,2BHK,28230.51,82.34,650,72,2020-03-01,18349831.5,642252.0,3.500043038542343,0.0924925485072634
Mumbai,Andheri East,2BHK,28506.14,83.14,650,37,2020-04-01,18528991.0,648492.0,3.499877570235746,0.08794586631452805
Mumbai,Andheri East,2BHK,28713.92,83.75,650,113,2020-05-01,18664048.0,653250.0,3.5000445776821834,0.08797240390510197
Mumbai,Andheri East,2BHK,28851.89,84.15,650,45,2020-06-01,18753728.5,656370.0000000001,3.4999440244642557,0.08715183746769362
Mumbai,Andheri East,2BHK,28973.36,84.51,650,78,2020-07-01,18832684.0,659178.0,3.5001808557930456,0.08997351938607423
Mumbai,Andheri East,2BHK,29346.59,85.59,650,92,2020-08-01,19075283.5,667602.0,3.4998274075454763,0.09202180725119757
Mumbai,Andheri East,2BHK,29581.48,86.28,650,147,2020-09-01,19227962.0,672984.0,3.5000277200464613,0.09161385077226525
Mumbai,Andheri East,2BHK,29595.03,86.32,650,62,2020-10-01,19236769.5,673295.9999999999,3.5000471362928156,0.08317946063976156
Mumbai,Andheri East,2BHK,29797.69,86.91,650,52,2020-11-01,19368498.5,677898.0,3.5000028525701152,0.08310494283088876
Mumbai,Andheri East,2BHK,30113.33,87.83,650,107,2020-12-01,19573664.5,685074.0,3.4999782488353164,0.08771323377758122
Mumbai,Andheri East,2BHK,30254.44,88.24,650,135,2021-01-01,19665386.0,688272.0,3.4999160453804468,0.08321213878834088
Mumbai,Andheri East,2BHK,30462.53,88.85,650,75,2021-02-01,19800644.5,693029.9999999999,3.5000375871603566,0.08499631003670016
Mumbai,Andheri East,2BHK,30861.65,90.01,650,147,2021-03-01,20060072.5,702078.0,3.4998776799036992,0.09320200024725045
Mumbai,Andheri East,2BHK,31186.53,90.96,650,73,2021-04-01,20271244.5,709487.9999999999,3.4999725843176517,0.09402851455861794
Mumbai,Andheri East,2BHK,31568.37,92.07,650,118,2021-05-01,20519440.5,718145.9999999999,3.4998322688184405,0.0994099725847255
Mumbai,Andheri East,2BHK,31766.62,92.65,650,81,2021-06-01,20648303.0,722670.0000000001,3.4999002097169924,0.10102388439717469
Mumbai,Andheri East,2BHK,32020.63,93.39,650,101,2021-07-01,20813409.5,728442.0,3.4998686784113864,0.10517489169361105
Mumbai,Andheri East,2BHK,32128.03,93.71,650,54,2021-08-01,20883219.5,730937.9999999999,3.5001212337015364,0.09477898454300826
Mumbai,Andheri East,2BHK,32397.48,94.49,650,116,2021-09-01,21058362.0,737022.0,3.499901844217513,0.09519469614096376
Mumbai,Andheri East,2BHK,32668.55,95.28,650,34,2021-10-01,21234557.5,743184.0,3.499879853865568,0.1038525725434305
Mumbai,Andheri East,2BHK,32810.54,95.7,650,45,2021-11-01,21326851.0,746460.0,3.5000947866143015,0.10111018672923988
Mumbai,Andheri East,2BHK,32807.41,95.69,650,147,2021-12-01,21324816.500000004,746382.0,3.5000629430973054,0.08946469885595532
Mumbai,Andheri East,2BHK,32976.03,96.18,650,131,2022-01-01,21434419.5,750204.0000000001,3.4999968158689816,0.08995671379143033
Mumbai,Andheri East,2BHK,33145.74,96.68,650,83,2022-02-01,21544731.0,754104.0000000001,3.500178303456191,0.08808230964401176
Mumbai,Andheri East,2BHK,33407.81,97.44,650,134,2022-03-01,21715076.5,760032.0,3.5000199055250856,0.08250239374757973
Mumbai,Andheri East,2BHK,33731.38,98.38,650,111,2022-04-01,21925397.0,767364.0,3.4998864558758043,0.08160093476254016
Mumbai,Andheri East,2BHK,33958.86,99.05,650,140,2022-05-01,22073259.0,772590.0,3.5001174951102594,0.07572421382542083
Mumbai,Andheri East,2BHK,34282.02,99.99,650,94,2022-06-01,22283312.999999996,779922.0,3.500027127923034,0.07918374696458108
Mumbai,Andheri East,2BHK,34591.03,100.89,650,86,2022-07-01,22484169.5,786942.0,3.499982509916588,0.08027324883988851
Mumbai,Andheri East,2BHK,34915.48,101.84,650,149,2022-08-01,22695062.000000004,794352.0,3.5001094070595618,0.08676068840822193
Mumbai,Andheri East,2BHK,35241.67,102.79,650,130,2022-09-01,22907085.5,801762.0,3.500061149202067,0.0877904701229848
Mumbai,Andheri East,2BHK,35267.61,102.86,650,148,2022-10-01,22923946.5,802308.0,3.499868576294226,0.07955847443489228
Mumbai,Andheri East,2BHK,35453.2,103.41,650,32,2022-11-01,23044579.999999996,806598.0,3.5001635959518467,0.08054302062690821
Mumbai,Andheri East,2BHK,35648.73,103.98,650,102,2022-12-01,23171674.500000004,811044.0,3.500152740364102,0.08660604418331097
Mumbai,Andheri East,2BHK,35849.67,104.56,650,31,2023-01-01,23302285.5,815568.0,3.499948535091118,0.08714329772261853
Mumbai,Andheri East,2BHK,36211.3,105.62,650,52,2023-02-01,23537345.000000004,823836.0,3.500122889816162,0.09248730002709271
Mumbai,Andheri East,2BHK,36604.4,106.76,650,38,2023-03-01,23792860.0,832728.0,3.4999071149916405,0.09568391343221849
Mumbai,Andheri East,2BHK,36880.37,107.57,650,42,2023-04-01,23972240.5,839046.0,3.500073345251146,0.0933549116579282
Mumbai,Andheri East,2BHK,37132.67,108.3,650,81,2023-05-01,24136235.5,844740.0,3.4998829871377417,0.09346044007366561
Mumbai,Andheri East,2BHK,37339.35,108.91,650,110,2023-06-01,24270577.5,849498.0,3.5001144904772046,0.08918173433187437
Mumbai,Andheri East,2BHK,37766.75,110.15,650,92,2023-07-01,24548387.5,859170.0,3.499904016098817,0.0918076160206851
Mumbai,Andheri East,2BHK,38073.85,111.05,650,80,2023-08-01,24748002.5,866190.0,3.5000400537376706,0.09045758500241141
Mumbai,Andheri East,2BHK,38412.11,112.04,650,138,2023-09-01,24967871.5,873912.0,3.5001461778590133,0.08996281958261343
Mumbai,Andheri East,2BHK,38850.12,113.31,650,108,2023-10-01,25252578.0,883818.0,3.499911969383878,0.10158074221644164
Mumbai,Andheri East,2BHK,39018.46,113.8,650,134,2023-11-01,25361999.0,887640.0,3.499881850795752,0.10056243159996847
Mumbai,Andheri East,2BHK,39269.7,114.54,650,39,2023-12-01,25525304.999999996,893412.0,3.5001031329498318,0.10157360444537566
Mumbai,Andheri East,2BHK,39653.54,115.66,650,138,2024-01-01,25774801.0,902148.0,3.500116256959656,0.10610613709972783
Mumbai,Andheri East,2BHK,39791.53,116.06,650,137,2024-02-01,25864494.5,905268.0,3.500041340456122,0.09887051831886717
Mumbai,Andheri East,2BHK,40040.45,116.78,650,50,2024-03-01,26026292.499999996,910884.0,3.4998607658005847,0.09386986263946406
Mumbai,Andheri East,2BHK,40418.05,117.89,650,54,2024-04-01,26271732.500000004,919542.0,3.5001193773573926,0.0959231157388063
Mumbai,Andheri East,2BHK,40674.82,118.63,650,79,2024-05-01,26438633.0,925314.0,3.4998556846717452,0.09539173994221262
Mumbai,Andheri East,2BHK,40980.44,119.53,650,91,2024-06-01,26637286.0,932334.0,3.500108832408827,0.0975134810863072
Mumbai,Andheri East,2BHK,41316.06,120.51,650,125,2024-07-01,26855439.0,939978.0,3.500140139209789,0.09397975732621933
Mumbai,Andheri East,2BHK,41562.09,121.22,650,78,2024-08-01,27015358.499999996,945516.0,3.4999202398146965,0.0916177376335725
Mumbai,Andheri East,2BHK,41824.87,121.99,650,88,2024-09-01,27186165.5,951522.0,3.500022833304682,0.08884593947065134
Mumbai,Andheri East,2BHK,42178.45,123.02,650,101,2024-10-01,27415992.499999996,959556.0,3.4999863674459357,0.08567103525034137
Mumbai,Andheri East,2BHK,42427.97,123.75,650,48,2024-11-01,27578180.5,965250.0,3.5000496134978882,0.08738197253300117
Mumbai,Andheri East,2BHK,42858.38,125.0,650,52,2024-12-01,27857947.0,975000.0,3.4998989695830782,0.09138547022258892
Mumbai,Andheri East,2BHK,43143.94,125.84,650,45,2025-01-01,28043561.0,981552.0,3.500097580332255,0.08802240607017686
Mumbai,Andheri East,2BHK,43242.36,126.12,650,62,2025-02-01,28107534.0,983736.0,3.4999014854878414,0.08672272717334573
Mumbai,Andheri East,2BHK,43848.66,127.89,650,119,2025-03-01,28501629.000000004,997542.0,3.49994731880062,0.09510907095199994
Mumbai,Andheri East,2BHK,43948.03,128.18,650,87,2025-04-01,28566219.5,999804.0,3.499952102517451,0.08733672208332655
Mumbai,Andheri East,2BHK,44234.1,129.02,650,76,2025-05-01,28752165.0,1006356.0,3.5001051225186,0.08750573450601618
Mumbai,Andheri East,2BHK,44562.25,129.97,650,73,2025-06-01,28965462.5,1013766.0,3.4999130429904235,0.08740291709898673
Mumbai,Andheri East,2BHK,45163.0,131.73,650,140,2025-07-01,29355950.0,1027494.0,3.5001217811040015,0.09311004001833667
Mumbai,Andheri East,2BHK,45373.68,132.34,650,84,2025-08-01,29492892.0,1032252.0,3.500002644705036,0.09170833324310701
Mumbai,Andheri East,2BHK,45564.79,132.9,650,31,2025-09-01,29617113.5,1036620.0,3.500070997803348,0.089418568425915
Mumbai,Andheri East,2BHK,45689.38,133.26,650,56,2025-10-01,29698097.0,1039428.0,3.499981833852856,0.0832399009446767
Mumbai,Andheri East,2BHK,46037.7,134.28,650,101,2025-11-01,29924504.999999996,1047384.0,3.500087971379978,0.08507901745004531
Mumbai,Andheri East,2BHK,46494.16,135.61,650,121,2025-12-01,30221204.000000004,1057758.0000000002,3.50005247970928,0.08483241783753859
Mumbai,Andheri East,2BHK,46932.72,136.89,650,97,2026-01-01,30506268.0,1067741.9999999998,3.5000741486962603,0.08781719981995151
Mumbai,Andheri East,2BHK,47202.04,137.67,650,92,2026-02-01,30681326.0,1073825.9999999998,3.4999334774513975,0.09156947030643092
Mumbai,Andheri East,2BHK,47675.06,139.05,650,110,2026-03-01,30988789.0,1084590.0000000002,3.49994315686231,0.08726378411563762
Mumbai,Andheri East,2BHK,48323.84,140.94,650,132,2026-04-01,31410495.999999996,1099332.0,3.4998874261648085,0.0995678304579295
Mumbai,Andheri East,2BHK,48855.53,142.5,650,108,2026-05-01,31756094.5,1111500.0,3.5001155447500008,0.1044766368028287
Mumbai,Andheri East,2BHK,49115.83,143.25,650,42,2026-06-01,31925289.5,1117350.0,3.49988995401279,0.1021846966883404
Mumbai,Andheri East,2BHK,49806.67,145.27,650,53,2026-07-01,32374335.5,1133106.0,3.5000131508490733,0.10282022894847542
Mumbai,Andheri East,2BHK,50145.3,146.26,650,138,2026-08-01,32594445.000000004,1140828.0,3.500068800067005,0.10516272870086807
Mumbai,Andheri East,2BHK,50699.83,147.87,650,44,2026-09-01,32954889.5,1153386.0,3.4998933921474684,0.1126975456267878
Mumbai,Andheri East,2BHK,51314.36,149.67,650,39,2026-10-01,33354334.0,1167425.9999999998,3.5000728840815705,0.12311351127986425
Mumbai,Andheri East,2BHK,51733.77,150.89,650,46,2026-11-01,33626950.5,1176941.9999999998,3.4999962307019183,0.12372620699991521
Mumbai,Andheri East,2BHK,52199.65,152.25,650,124,2026-12-01,33929772.5,1187550.0,3.5000234675903,0.12271412151547634
Mumbai,Andheri East,2BHK,52767.31,153.9,650,122,2027-01-01,34298751.5,1200420.0,3.4998941579549916,0.12431817290794123
Mumbai,Andheri East,2BHK,52887.18,154.25,650,111,2027-02-01,34376667.0,1203150.0,3.4999030010675556,0.12044267578265688
Mumbai,Andheri East,2BHK,53080.0,154.82,650,99,2027-03-01,34502000.0,1207596.0,3.5000753579502635,0.11337038694864776
Mumbai,Andheri East,2BHK,53618.6,156.39,650,133,2027-04-01,34852090.0,1219841.9999999998,3.500054085709063,0.10956827934203917
Mumbai,Andheri East,2BHK,53997.08,157.49,650,134,2027-05-01,35098102.0,1228422.0,3.499967035254499,0.10523987765561049
Mumbai,Andheri East,2BHK,54082.32,157.74,650,39,2027-06-01,35153508.0,1230372.0,3.499997781160276,0.1011179084217857
Mumbai,Andheri East,2BHK,54568.13,159.16,650,57,2027-07-01,35469284.5,1241448.0,3.500064964659775,0.09559884248434991
